date_key,date,day,day_name,day_of_week,week_of_year,month,month_name,quarter,year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end
20250813,2025-08-13,13,Wednesday,3,33,8,August,Q3,2025,False,False,False,False,False,False,False
20250814,2025-08-14,14,Thursday,4,33,8,August,Q3,2025,False,False,False,False,False,False,False
20250815,2025-08-15,15,Friday,5,33,8,August,Q3,2025,False,False,False,False,False,False,False
20250816,2025-08-16,16,Saturday,6,33,8,August,Q3,2025,True,False,False,False,False,False,False
20250817,2025-08-17,17,Sunday,7,33,8,August,Q3,2025,True,False,False,False,False,False,False
20250818,2025-08-18,18,Monday,1,34,8,August,Q3,2025,False,False,False,False,False,False,False
20250819,2025-08-19,19,Tuesday,2,34,8,August,Q3,2025,False,False,False,False,False,False,False
20250820,2025-08-20,20,Wednesday,3,34,8,August,Q3,2025,False,False,False,False,False,False,False
20250821,2025-08-21,21,Thursday,4,34,8,August,Q3,2025,False,False,False,False,False,False,False
20250822,2025-08-22,22,Friday,5,34,8,August,Q3,2025,False,False,False,False,False,False,False
20250823,2025-08-23,23,Saturday,6,34,8,August,Q3,2025,True,False,False,False,False,False,False
20250824,2025-08-24,24,Sunday,7,34,8,August,Q3,2025,True,False,False,False,False,False,False
20250825,2025-08-25,25,Monday,1,35,8,August,Q3,2025,False,False,False,False,False,False,False
20250826,2025-08-26,26,Tuesday,2,35,8,August,Q3,2025,False,False,False,False,False,False,False
20250827,2025-08-27,27,Wednesday,3,35,8,August,Q3,2025,False,False,False,False,False,False,False
20250828,2025-08-28,28,Thursday,4,35,8,August,Q3,2025,False,False,False,False,False,False,False
20250829,2025-08-29,29,Friday,5,35,8,August,Q3,2025,False,False,False,False,False,False,False
20250830,2025-08-30,30,Saturday,6,35,8,August,Q3,2025,True,False,False,False,False,False,False
20250831,2025-08-31,31,Sunday,7,35,8,August,Q3,2025,True,False,True,False,False,False,False
20250901,2025-09-01,1,Monday,1,36,9,September,Q3,2025,False,True,False,False,False,False,False
20250902,2025-09-02,2,Tuesday,2,36,9,September,Q3,2025,False,False,False,False,False,False,False
20250903,2025-09-03,3,Wednesday,3,36,9,September,Q3,2025,False,False,False,False,False,False,False
20250904,2025-09-04,4,Thursday,4,36,9,September,Q3,2025,False,False,False,False,False,False,False
20250905,2025-09-05,5,Friday,5,36,9,September,Q3,2025,False,False,False,False,False,False,False
20250906,2025-09-06,6,Saturday,6,36,9,September,Q3,2025,True,False,False,False,False,False,False
20250907,2025-09-07,7,Sunday,7,36,9,September,Q3,2025,True,False,False,False,False,False,False
20250908,2025-09-08,8,Monday,1,37,9,September,Q3,2025,False,False,False,False,False,False,False
20250909,2025-09-09,9,Tuesday,2,37,9,September,Q3,2025,False,False,False,False,False,False,False
20250910,2025-09-10,10,Wednesday,3,37,9,September,Q3,2025,False,False,False,False,False,False,False
20250911,2025-09-11,11,Thursday,4,37,9,September,Q3,2025,False,False,False,False,False,False,False
20250912,2025-09-12,12,Friday,5,37,9,September,Q3,2025,False,False,False,False,False,False,False
20250913,2025-09-13,13,Saturday,6,37,9,September,Q3,2025,True,False,False,False,False,False,False
20250914,2025-09-14,14,Sunday,7,37,9,September,Q3,2025,True,False,False,False,False,False,False
20250915,2025-09-15,15,Monday,1,38,9,September,Q3,2025,False,False,False,False,False,False,False
20250916,2025-09-16,16,Tuesday,2,38,9,September,Q3,2025,False,False,False,False,False,False,False
20250917,2025-09-17,17,Wednesday,3,38,9,September,Q3,2025,False,False,False,False,False,False,False
20250918,2025-09-18,18,Thursday,4,38,9,September,Q3,2025,False,False,False,False,False,False,False
20250919,2025-09-19,19,Friday,5,38,9,September,Q3,2025,False,False,False,False,False,False,False
20250920,2025-09-20,20,Saturday,6,38,9,September,Q3,2025,True,False,False,False,False,False,False
20250921,2025-09-21,21,Sunday,7,38,9,September,Q3,2025,True,False,False,False,False,False,False
20250922,2025-09-22,22,Monday,1,39,9,September,Q3,2025,False,False,False,False,False,False,False
20250923,2025-09-23,23,Tuesday,2,39,9,September,Q3,2025,False,False,False,False,False,False,False
20250924,2025-09-24,24,Wednesday,3,39,9,September,Q3,2025,False,False,False,False,False,False,False
20250925,2025-09-25,25,Thursday,4,39,9,September,Q3,2025,False,False,False,False,False,False,False
20250926,2025-09-26,26,Friday,5,39,9,September,Q3,2025,False,False,False,False,False,False,False
20250927,2025-09-27,27,Saturday,6,39,9,September,Q3,2025,True,False,False,False,False,False,False
20250928,2025-09-28,28,Sunday,7,39,9,September,Q3,2025,True,False,False,False,False,False,False
20250929,2025-09-29,29,Monday,1,40,9,September,Q3,2025,False,False,False,False,False,False,False
20250930,2025-09-30,30,Tuesday,2,40,9,September,Q3,2025,False,False,True,False,True,False,False
20251001,2025-10-01,1,Wednesday,3,40,10,October,Q4,2025,False,True,False,True,False,False,False
20251002,2025-10-02,2,Thursday,4,40,10,October,Q4,2025,False,False,False,False,False,False,False
20251003,2025-10-03,3,Friday,5,40,10,October,Q4,2025,False,False,False,False,False,False,False
20251004,2025-10-04,4,Saturday,6,40,10,October,Q4,2025,True,False,False,False,False,False,False
20251005,2025-10-05,5,Sunday,7,40,10,October,Q4,2025,True,False,False,False,False,False,False
20251006,2025-10-06,6,Monday,1,41,10,October,Q4,2025,False,False,False,False,False,False,False
20251007,2025-10-07,7,Tuesday,2,41,10,October,Q4,2025,False,False,False,False,False,False,False
20251008,2025-10-08,8,Wednesday,3,41,10,October,Q4,2025,False,False,False,False,False,False,False
20251009,2025-10-09,9,Thursday,4,41,10,October,Q4,2025,False,False,False,False,False,False,False
20251010,2025-10-10,10,Friday,5,41,10,October,Q4,2025,False,False,False,False,False,False,False
20251011,2025-10-11,11,Saturday,6,41,10,October,Q4,2025,True,False,False,False,False,False,False
20251012,2025-10-12,12,Sunday,7,41,10,October,Q4,2025,True,False,False,False,False,False,False
20251013,2025-10-13,13,Monday,1,42,10,October,Q4,2025,False,False,False,False,False,False,False
20251014,2025-10-14,14,Tuesday,2,42,10,October,Q4,2025,False,False,False,False,False,False,False
20251015,2025-10-15,15,Wednesday,3,42,10,October,Q4,2025,False,False,False,False,False,False,False
20251016,2025-10-16,16,Thursday,4,42,10,October,Q4,2025,False,False,False,False,False,False,False
20251017,2025-10-17,17,Friday,5,42,10,October,Q4,2025,False,False,False,False,False,False,False
20251018,2025-10-18,18,Saturday,6,42,10,October,Q4,2025,True,False,False,False,False,False,False
20251019,2025-10-19,19,Sunday,7,42,10,October,Q4,2025,True,False,False,False,False,False,False
20251020,2025-10-20,20,Monday,1,43,10,October,Q4,2025,False,False,False,False,False,False,False
20251021,2025-10-21,21,Tuesday,2,43,10,October,Q4,2025,False,False,False,False,False,False,False
20251022,2025-10-22,22,Wednesday,3,43,10,October,Q4,2025,False,False,False,False,False,False,False
20251023,2025-10-23,23,Thursday,4,43,10,October,Q4,2025,False,False,False,False,False,False,False
20251024,2025-10-24,24,Friday,5,43,10,October,Q4,2025,False,False,False,False,False,False,False
20251025,2025-10-25,25,Saturday,6,43,10,October,Q4,2025,True,False,False,False,False,False,False
20251026,2025-10-26,26,Sunday,7,43,10,October,Q4,2025,True,False,False,False,False,False,False
20251027,2025-10-27,27,Monday,1,44,10,October,Q4,2025,False,False,False,False,False,False,False
20251028,2025-10-28,28,Tuesday,2,44,10,October,Q4,2025,False,False,False,False,False,False,False
20251029,2025-10-29,29,Wednesday,3,44,10,October,Q4,2025,False,False,False,False,False,False,False
20251030,2025-10-30,30,Thursday,4,44,10,October,Q4,2025,False,False,False,False,False,False,False
20251031,2025-10-31,31,Friday,5,44,10,October,Q4,2025,False,False,True,False,False,False,False
20251101,2025-11-01,1,Saturday,6,44,11,November,Q4,2025,True,True,False,False,False,False,False
20251102,2025-11-02,2,Sunday,7,44,11,November,Q4,2025,True,False,False,False,False,False,False
20251103,2025-11-03,3,Monday,1,45,11,November,Q4,2025,False,False,False,False,False,False,False
20251104,2025-11-04,4,Tuesday,2,45,11,November,Q4,2025,False,False,False,False,False,False,False
20251105,2025-11-05,5,Wednesday,3,45,11,November,Q4,2025,False,False,False,False,False,False,False
20251106,2025-11-06,6,Thursday,4,45,11,November,Q4,2025,False,False,False,False,False,False,False
20251107,2025-11-07,7,Friday,5,45,11,November,Q4,2025,False,False,False,False,False,False,False
20251108,2025-11-08,8,Saturday,6,45,11,November,Q4,2025,True,False,False,False,False,False,False
20251109,2025-11-09,9,Sunday,7,45,11,November,Q4,2025,True,False,False,False,False,False,False
20251110,2025-11-10,10,Monday,1,46,11,November,Q4,2025,False,False,False,False,False,False,False
20251111,2025-11-11,11,Tuesday,2,46,11,November,Q4,2025,False,False,False,False,False,False,False
20251112,2025-11-12,12,Wednesday,3,46,11,November,Q4,2025,False,False,False,False,False,False,False
20251113,2025-11-13,13,Thursday,4,46,11,November,Q4,2025,False,False,False,False,False,False,False
20251114,2025-11-14,14,Friday,5,46,11,November,Q4,2025,False,False,False,False,False,False,False
20251115,2025-11-15,15,Saturday,6,46,11,November,Q4,2025,True,False,False,False,False,False,False
20251116,2025-11-16,16,Sunday,7,46,11,November,Q4,2025,True,False,False,False,False,False,False
20251117,2025-11-17,17,Monday,1,47,11,November,Q4,2025,False,False,False,False,False,False,False
20251118,2025-11-18,18,Tuesday,2,47,11,November,Q4,2025,False,False,False,False,False,False,False
20251119,2025-11-19,19,Wednesday,3,47,11,November,Q4,2025,False,False,False,False,False,False,False
20251120,2025-11-20,20,Thursday,4,47,11,November,Q4,2025,False,False,False,False,False,False,False
20251121,2025-11-21,21,Friday,5,47,11,November,Q4,2025,False,False,False,False,False,False,False
20251122,2025-11-22,22,Saturday,6,47,11,November,Q4,2025,True,False,False,False,False,False,False
20251123,2025-11-23,23,Sunday,7,47,11,November,Q4,2025,True,False,False,False,False,False,False
20251124,2025-11-24,24,Monday,1,48,11,November,Q4,2025,False,False,False,False,False,False,False
20251125,2025-11-25,25,Tuesday,2,48,11,November,Q4,2025,False,False,False,False,False,False,False
20251126,2025-11-26,26,Wednesday,3,48,11,November,Q4,2025,False,False,False,False,False,False,False
20251127,2025-11-27,27,Thursday,4,48,11,November,Q4,2025,False,False,False,False,False,False,False
20251128,2025-11-28,28,Friday,5,48,11,November,Q4,2025,False,False,False,False,False,False,False
20251129,2025-11-29,29,Saturday,6,48,11,November,Q4,2025,True,False,False,False,False,False,False
20251130,2025-11-30,30,Sunday,7,48,11,November,Q4,2025,True,False,True,False,False,False,False
20251201,2025-12-01,1,Monday,1,49,12,December,Q4,2025,False,True,False,False,False,False,False
20251202,2025-12-02,2,Tuesday,2,49,12,December,Q4,2025,False,False,False,False,False,False,False
20251203,2025-12-03,3,Wednesday,3,49,12,December,Q4,2025,False,False,False,False,False,False,False
20251204,2025-12-04,4,Thursday,4,49,12,December,Q4,2025,False,False,False,False,False,False,False
20251205,2025-12-05,5,Friday,5,49,12,December,Q4,2025,False,False,False,False,False,False,False
20251206,2025-12-06,6,Saturday,6,49,12,December,Q4,2025,True,False,False,False,False,False,False
20251207,2025-12-07,7,Sunday,7,49,12,December,Q4,2025,True,False,False,False,False,False,False
20251208,2025-12-08,8,Monday,1,50,12,December,Q4,2025,False,False,False,False,False,False,False
20251209,2025-12-09,9,Tuesday,2,50,12,December,Q4,2025,False,False,False,False,False,False,False
20251210,2025-12-10,10,Wednesday,3,50,12,December,Q4,2025,False,False,False,False,False,False,False
20251211,2025-12-11,11,Thursday,4,50,12,December,Q4,2025,False,False,False,False,False,False,False
20251212,2025-12-12,12,Friday,5,50,12,December,Q4,2025,False,False,False,False,False,False,False
20251213,2025-12-13,13,Saturday,6,50,12,December,Q4,2025,True,False,False,False,False,False,False
20251214,2025-12-14,14,Sunday,7,50,12,December,Q4,2025,True,False,False,False,False,False,False
20251215,2025-12-15,15,Monday,1,51,12,December,Q4,2025,False,False,False,False,False,False,False
20251216,2025-12-16,16,Tuesday,2,51,12,December,Q4,2025,False,False,False,False,False,False,False
20251217,2025-12-17,17,Wednesday,3,51,12,December,Q4,2025,False,False,False,False,False,False,False
20251218,2025-12-18,18,Thursday,4,51,12,December,Q4,2025,False,False,False,False,False,False,False
20251219,2025-12-19,19,Friday,5,51,12,December,Q4,2025,False,False,False,False,False,False,False
20251220,2025-12-20,20,Saturday,6,51,12,December,Q4,2025,True,False,False,False,False,False,False
20251221,2025-12-21,21,Sunday,7,51,12,December,Q4,2025,True,False,False,False,False,False,False
20251222,2025-12-22,22,Monday,1,52,12,December,Q4,2025,False,False,False,False,False,False,False
20251223,2025-12-23,23,Tuesday,2,52,12,December,Q4,2025,False,False,False,False,False,False,False
20251224,2025-12-24,24,Wednesday,3,52,12,December,Q4,2025,False,False,False,False,False,False,False
20251225,2025-12-25,25,Thursday,4,52,12,December,Q4,2025,False,False,False,False,False,False,False
20251226,2025-12-26,26,Friday,5,52,12,December,Q4,2025,False,False,False,False,False,False,False
20251227,2025-12-27,27,Saturday,6,52,12,December,Q4,2025,True,False,False,False,False,False,False
20251228,2025-12-28,28,Sunday,7,52,12,December,Q4,2025,True,False,False,False,False,False,False
20251229,2025-12-29,29,Monday,1,1,12,December,Q4,2025,False,False,False,False,False,False,False
20251230,2025-12-30,30,Tuesday,2,1,12,December,Q4,2025,False,False,False,False,False,False,False
20251231,2025-12-31,31,Wednesday,3,1,12,December,Q4,2025,False,False,True,False,True,False,True
