date,currency,exchange_rate_to_inr
2025-04-05,USD,85.7233
2025-04-05,EUR,93.8742
2025-04-05,GBP,107.1997
2025-04-06,INR,1.0
2025-04-06,USD,85.1655
2025-04-06,EUR,88.9632
2025-04-06,GBP,104.295
2025-04-07,INR,1.0
2025-04-07,USD,85.319
2025-04-07,EUR,92.8725
2025-04-07,GBP,103.1103
2025-04-08,INR,1.0
2025-04-08,USD,84.8221
2025-04-08,EUR,91.1402
2025-04-08,GBP,102.042
2025-04-09,INR,1.0
2025-04-09,USD,82.3169
2025-04-09,EUR,89.7915
2025-04-09,GBP,108.6797
2025-04-10,INR,1.0
2025-04-10,USD,84.1952
2025-04-10,EUR,93.0906
2025-04-10,GBP,106.2222
2025-04-11,INR,1.0
2025-04-11,USD,82.4447
2025-04-11,EUR,90.0167
2025-04-11,GBP,104.4092
2025-04-12,INR,1.0
2025-04-12,USD,82.191
2025-04-12,EUR,90.9388
2025-04-12,GBP,108.3512
2025-04-13,INR,1.0
2025-04-13,USD,83.8285
2025-04-13,EUR,88.776
2025-04-13,GBP,109.2412
2025-04-14,INR,1.0
2025-04-14,USD,84.387
2025-04-14,EUR,88.115
2025-04-14,GBP,106.123
2025-04-15,INR,1.0
2025-04-15,USD,82.9678
2025-04-15,EUR,89.005
2025-04-15,GBP,105.4339
2025-04-16,INR,1.0
2025-04-16,USD,84.4592
2025-04-16,EUR,89.6839
2025-04-16,GBP,105.3325
2025-04-17,INR,1.0
2025-04-17,USD,84.6575
2025-04-17,EUR,88.5993
2025-04-17,GBP,109.7972
2025-04-18,INR,1.0
2025-04-18,USD,82.2707
2025-04-18,EUR,91.6824
2025-04-18,GBP,106.0586
2025-04-19,INR,1.0
2025-04-19,USD,85.9533
2025-04-19,EUR,91.8791
2025-04-19,GBP,105.1236
2025-04-20,INR,1.0
2025-04-20,USD,83.8805
2025-04-20,EUR,92.4497
2025-04-20,GBP,109.8483
2025-04-21,INR,1.0
2025-04-21,USD,83.0146
2025-04-21,EUR,88.1137
2025-04-21,GBP,108.3082
2025-04-22,INR,1.0
2025-04-22,USD,83.3792
2025-04-22,EUR,93.1306
2025-04-22,GBP,107.0261
2025-04-23,INR,1.0
2025-04-23,USD,85.086
2025-04-23,EUR,93.1463
2025-04-23,GBP,104.6601
2025-04-24,INR,1.0
2025-04-24,USD,82.1773
2025-04-24,EUR,91.8221
2025-04-24,GBP,108.5081
2025-04-25,INR,1.0
2025-04-25,USD,82.7004
2025-04-25,EUR,93.454
2025-04-25,GBP,105.717
2025-04-26,INR,1.0
2025-04-26,USD,84.7816
2025-04-26,EUR,92.4222
2025-04-26,GBP,108.492
2025-04-27,INR,1.0
2025-04-27,USD,82.2524
2025-04-27,EUR,93.4333
2025-04-27,GBP,105.6614
2025-04-28,INR,1.0
2025-04-28,USD,83.1738
2025-04-28,EUR,88.3066
2025-04-28,GBP,103.5958
2025-04-29,INR,1.0
2025-04-29,USD,82.1676
2025-04-29,EUR,94.5336
2025-04-29,GBP,106.1231
2025-04-30,INR,1.0
2025-04-30,USD,85.9565
2025-04-30,EUR,91.8012
2025-04-30,GBP,104.0265
2025-05-01,INR,1.0
2025-05-01,USD,85.0132
2025-05-01,EUR,89.3377
2025-05-01,GBP,104.8558
2025-05-02,INR,1.0
2025-05-02,USD,85.1234
2025-05-02,EUR,94.0606
2025-05-02,GBP,104.6554
2025-05-03,INR,1.0
2025-05-03,USD,82.4979
2025-05-03,EUR,90.5761
2025-05-03,GBP,109.1159
2025-05-04,INR,1.0
2025-05-04,USD,84.9732
2025-05-04,EUR,94.2625
2025-05-04,GBP,105.0932
2025-05-05,INR,1.0
2025-05-05,USD,85.8949
2025-05-05,EUR,91.4734
2025-05-05,GBP,105.9802
2025-05-06,INR,1.0
2025-05-06,USD,85.6972
2025-05-06,EUR,91.6349
2025-05-06,GBP,108.4092
2025-05-07,INR,1.0
2025-05-07,USD,84.9083
2025-05-07,EUR,88.5525
2025-05-07,GBP,106.8196
2025-05-08,INR,1.0
2025-05-08,USD,85.2894
2025-05-08,EUR,91.8183
2025-05-08,GBP,104.5697
2025-05-09,INR,1.0
2025-05-09,USD,82.3203
2025-05-09,EUR,92.6264
2025-05-09,GBP,104.452
2025-05-10,INR,1.0
2025-05-10,USD,84.4105
2025-05-10,EUR,90.9828
2025-05-10,GBP,107.5181
2025-05-11,INR,1.0
2025-05-11,USD,83.4062
2025-05-11,EUR,88.2965
2025-05-11,GBP,108.9603
2025-05-12,INR,1.0
2025-05-12,USD,83.4102
2025-05-12,EUR,94.9871
2025-05-12,GBP,104.1964
2025-05-13,INR,1.0
2025-05-13,USD,85.9201
2025-05-13,EUR,94.6353
2025-05-13,GBP,102.6003
2025-05-14,INR,1.0
2025-05-14,USD,84.5501
2025-05-14,EUR,90.5432
2025-05-14,GBP,108.4088
2025-05-15,INR,1.0
2025-05-15,USD,84.7176
2025-05-15,EUR,94.6695
2025-05-15,GBP,103.1422
2025-05-16,INR,1.0
2025-05-16,USD,84.4303
2025-05-16,EUR,93.4692
2025-05-16,GBP,102.2784
2025-05-17,INR,1.0
2025-05-17,USD,82.2689
2025-05-17,EUR,93.4496
2025-05-17,GBP,104.9306
2025-05-18,INR,1.0
2025-05-18,USD,83.5314
2025-05-18,EUR,91.9707
2025-05-18,GBP,106.8408
2025-05-19,INR,1.0
2025-05-19,USD,84.7162
2025-05-19,EUR,94.6418
2025-05-19,GBP,104.9761
2025-05-20,INR,1.0
2025-05-20,USD,85.0523
2025-05-20,EUR,92.0175
2025-05-20,GBP,106.2357
2025-05-21,INR,1.0
2025-05-21,USD,83.5921
2025-05-21,EUR,92.5469
2025-05-21,GBP,103.9969
2025-05-22,INR,1.0
2025-05-22,USD,82.4538
2025-05-22,EUR,93.1497
2025-05-22,GBP,105.9924
2025-05-23,INR,1.0
2025-05-23,USD,83.5479
2025-05-23,EUR,91.9317
2025-05-23,GBP,104.0942
2025-05-24,INR,1.0
2025-05-24,USD,83.0412
2025-05-24,EUR,91.1239
2025-05-24,GBP,109.9709
2025-05-25,INR,1.0
2025-05-25,USD,83.1423
2025-05-25,EUR,94.4154
2025-05-25,GBP,105.9296
2025-05-26,INR,1.0
2025-05-26,USD,82.4905
2025-05-26,EUR,93.9698
2025-05-26,GBP,105.6163
2025-05-27,INR,1.0
2025-05-27,USD,85.5947
2025-05-27,EUR,91.1158
2025-05-27,GBP,102.7023
2025-05-28,INR,1.0
2025-05-28,USD,84.7277
2025-05-28,EUR,93.9186
2025-05-28,GBP,104.5567
2025-05-29,INR,1.0
2025-05-29,USD,83.3897
2025-05-29,EUR,88.4546
2025-05-29,GBP,106.3374
2025-05-30,INR,1.0
2025-05-30,USD,85.5653
2025-05-30,EUR,93.9595
2025-05-30,GBP,107.6945
2025-05-31,INR,1.0
2025-05-31,USD,85.7093
2025-05-31,EUR,92.4639
2025-05-31,GBP,108.3496
2025-06-01,INR,1.0
2025-06-01,USD,84.035
2025-06-01,EUR,88.8495
2025-06-01,GBP,103.6078
2025-06-02,INR,1.0
2025-06-02,USD,82.5555
2025-06-02,EUR,93.5326
2025-06-02,GBP,102.2103
2025-06-03,INR,1.0
2025-06-03,USD,84.2161
2025-06-03,EUR,90.5824
2025-06-03,GBP,108.4293
2025-06-04,INR,1.0
2025-06-04,USD,84.2066
2025-06-04,EUR,92.2836
2025-06-04,GBP,102.6897
2025-06-05,INR,1.0
2025-06-05,USD,83.2372
2025-06-05,EUR,94.9972
2025-06-05,GBP,107.751
2025-06-06,INR,1.0
2025-06-06,USD,84.1028
2025-06-06,EUR,93.3842
2025-06-06,GBP,108.5867
2025-06-07,INR,1.0
2025-06-07,USD,82.295
2025-06-07,EUR,94.8067
2025-06-07,GBP,107.1387
2025-06-08,INR,1.0
2025-06-08,USD,83.7999
2025-06-08,EUR,92.7608
2025-06-08,GBP,104.7561
2025-06-09,INR,1.0
2025-06-09,USD,85.5118
2025-06-09,EUR,93.4618
2025-06-09,GBP,107.1184
2025-06-10,INR,1.0
2025-06-10,USD,82.7279
2025-06-10,EUR,94.7639
2025-06-10,GBP,105.4609
2025-06-11,INR,1.0
2025-06-11,USD,85.6428
2025-06-11,EUR,88.3879
2025-06-11,GBP,102.9933
2025-06-12,INR,1.0
2025-06-12,USD,82.6121
2025-06-12,EUR,89.1526
2025-06-12,GBP,104.5813
2025-06-13,INR,1.0
2025-06-13,USD,84.8373
2025-06-13,EUR,90.4222
2025-06-13,GBP,109.5272
2025-06-14,INR,1.0
2025-06-14,USD,85.5797
2025-06-14,EUR,93.9215
2025-06-14,GBP,104.0048
2025-06-15,INR,1.0
2025-06-15,USD,84.5402
2025-06-15,EUR,91.8559
2025-06-15,GBP,103.0014
2025-06-16,INR,1.0
2025-06-16,USD,83.2113
2025-06-16,EUR,91.7343
2025-06-16,GBP,106.0206
2025-06-17,INR,1.0
2025-06-17,USD,82.6745
2025-06-17,EUR,94.5912
2025-06-17,GBP,103.2336
2025-06-18,INR,1.0
2025-06-18,USD,84.6349
2025-06-18,EUR,93.0444
2025-06-18,GBP,106.8411
2025-06-19,INR,1.0
2025-06-19,USD,85.3701
2025-06-19,EUR,91.9453
2025-06-19,GBP,108.6019
2025-06-20,INR,1.0
2025-06-20,USD,82.1135
2025-06-20,EUR,88.3182
2025-06-20,GBP,107.1316
2025-06-21,INR,1.0
2025-06-21,USD,84.3071
2025-06-21,EUR,92.5579
2025-06-21,GBP,108.1357
2025-06-22,INR,1.0
2025-06-22,USD,83.6663
2025-06-22,EUR,92.4729
2025-06-22,GBP,105.9843
2025-06-23,INR,1.0
2025-06-23,USD,84.5087
2025-06-23,EUR,90.0277
2025-06-23,GBP,109.6532
2025-06-24,INR,1.0
2025-06-24,USD,83.9318
2025-06-24,EUR,93.6328
2025-06-24,GBP,107.4799
2025-06-25,INR,1.0
2025-06-25,USD,83.1897
2025-06-25,EUR,88.5108
2025-06-25,GBP,102.4793
2025-06-26,INR,1.0
2025-06-26,USD,83.7584
2025-06-26,EUR,91.3898
2025-06-26,GBP,103.6322
2025-06-27,INR,1.0
2025-06-27,USD,84.4266
2025-06-27,EUR,90.1881
2025-06-27,GBP,107.7469
2025-06-28,INR,1.0
2025-06-28,USD,84.9368
2025-06-28,EUR,94.0254
2025-06-28,GBP,109.803
2025-06-29,INR,1.0
2025-06-29,USD,82.5231
2025-06-29,EUR,90.5938
2025-06-29,GBP,106.4932
2025-06-30,INR,1.0
2025-06-30,USD,83.2765
2025-06-30,EUR,91.2653
2025-06-30,GBP,104.1398
2025-07-01,INR,1.0
2025-07-01,USD,82.9917
2025-07-01,EUR,88.6777
2025-07-01,GBP,104.3217
2025-07-02,INR,1.0
2025-07-02,USD,83.5366
2025-07-02,EUR,92.3076
2025-07-02,GBP,103.9862
2025-07-03,INR,1.0
2025-07-03,USD,85.4612
2025-07-03,EUR,89.1179
2025-07-03,GBP,104.6195
2025-07-04,INR,1.0
2025-07-04,USD,84.3107
2025-07-04,EUR,90.189
2025-07-04,GBP,108.105
2025-07-05,INR,1.0
2025-07-05,USD,83.9931
2025-07-05,EUR,91.6031
2025-07-05,GBP,105.9901
2025-07-06,INR,1.0
2025-07-06,USD,83.2342
2025-07-06,EUR,88.1622
2025-07-06,GBP,109.5619
2025-07-07,INR,1.0
2025-07-07,USD,84.0218
2025-07-07,EUR,94.7668
2025-07-07,GBP,103.7212
2025-07-08,INR,1.0
2025-07-08,USD,83.4116
2025-07-08,EUR,88.3538
2025-07-08,GBP,105.9592
2025-07-09,INR,1.0
2025-07-09,USD,85.5294
2025-07-09,EUR,92.5798
2025-07-09,GBP,105.7647
2025-07-10,INR,1.0
2025-07-10,USD,84.1468
2025-07-10,EUR,93.9302
2025-07-10,GBP,105.4474
2025-07-11,INR,1.0
2025-07-11,USD,85.5298
2025-07-11,EUR,93.0926
2025-07-11,GBP,108.1109
2025-07-12,INR,1.0
2025-07-12,USD,83.4637
2025-07-12,EUR,90.8041
2025-07-12,GBP,106.5623
2025-07-13,INR,1.0
2025-07-13,USD,82.7786
2025-07-13,EUR,91.8726
2025-07-13,GBP,102.5883
2025-07-14,INR,1.0
2025-07-14,USD,84.017
2025-07-14,EUR,93.3508
2025-07-14,GBP,104.2378
2025-07-15,INR,1.0
2025-07-15,USD,85.9564
2025-07-15,EUR,92.7628
2025-07-15,GBP,102.9505
2025-07-16,INR,1.0
2025-07-16,USD,85.9003
2025-07-16,EUR,90.7573
2025-07-16,GBP,108.3592
2025-07-17,INR,1.0
2025-07-17,USD,83.3563
2025-07-17,EUR,94.5726
2025-07-17,GBP,108.0397
2025-07-18,INR,1.0
2025-07-18,USD,82.7962
2025-07-18,EUR,91.5639
2025-07-18,GBP,106.0006
2025-07-19,INR,1.0
2025-07-19,USD,82.1812
2025-07-19,EUR,88.9593
2025-07-19,GBP,104.6643
2025-07-20,INR,1.0
2025-07-20,USD,83.895
2025-07-20,EUR,91.1989
2025-07-20,GBP,106.8501
2025-07-21,INR,1.0
2025-07-21,USD,84.062
2025-07-21,EUR,90.2958
2025-07-21,GBP,106.9045
2025-07-22,INR,1.0
2025-07-22,USD,82.65
2025-07-22,EUR,94.9343
2025-07-22,GBP,107.9146
2025-07-23,INR,1.0
2025-07-23,USD,83.1969
2025-07-23,EUR,90.3546
2025-07-23,GBP,108.6263
2025-07-24,INR,1.0
2025-07-24,USD,84.1294
2025-07-24,EUR,92.9612
2025-07-24,GBP,104.3983
2025-07-25,INR,1.0
2025-07-25,USD,85.263
2025-07-25,EUR,90.5785
2025-07-25,GBP,107.3905
2025-07-26,INR,1.0
2025-07-26,USD,85.9196
2025-07-26,EUR,92.0859
2025-07-26,GBP,108.374
2025-07-27,INR,1.0
2025-07-27,USD,84.9013
2025-07-27,EUR,92.8163
2025-07-27,GBP,102.2132
2025-07-28,INR,1.0
2025-07-28,USD,83.8984
2025-07-28,EUR,94.7695
2025-07-28,GBP,108.2632
2025-07-29,INR,1.0
2025-07-29,USD,85.1046
2025-07-29,EUR,92.0434
2025-07-29,GBP,107.7712
2025-07-30,INR,1.0
2025-07-30,USD,84.3341
2025-07-30,EUR,89.1936
2025-07-30,GBP,107.0322
2025-07-31,INR,1.0
2025-07-31,USD,84.4789
2025-07-31,EUR,93.8882
2025-07-31,GBP,103.1822
2025-08-01,INR,1.0
2025-08-01,USD,84.7229
2025-08-01,EUR,88.221
2025-08-01,GBP,109.5856
2025-08-02,INR,1.0
2025-08-02,USD,82.4396
2025-08-02,EUR,88.1326
2025-08-02,GBP,104.5095
2025-08-03,INR,1.0
2025-08-03,USD,82.6057
2025-08-03,EUR,92.8335
2025-08-03,GBP,105.283
2025-08-04,INR,1.0
2025-08-04,USD,85.0999
2025-08-04,EUR,94.4436
2025-08-04,GBP,108.9825
2025-08-05,INR,1.0
2025-08-05,USD,84.9433
2025-08-05,EUR,88.436
2025-08-05,GBP,103.1047
2025-08-06,INR,1.0
2025-08-06,USD,82.8294
2025-08-06,EUR,90.2753
2025-08-06,GBP,107.2978
2025-08-07,INR,1.0
2025-08-07,USD,84.1019
2025-08-07,EUR,90.1963
2025-08-07,GBP,103.3855
2025-08-08,INR,1.0
2025-08-08,USD,85.6485
2025-08-08,EUR,90.3963
2025-08-08,GBP,104.8343
2025-08-09,INR,1.0
2025-08-09,USD,85.088
2025-08-09,EUR,93.0465
2025-08-09,GBP,107.1465
2025-08-10,INR,1.0
2025-08-10,USD,84.7733
2025-08-10,EUR,92.2705
2025-08-10,GBP,103.5381
2025-08-11,INR,1.0
2025-08-11,USD,82.9861
2025-08-11,EUR,91.9066
2025-08-11,GBP,103.7989
2025-08-12,INR,1.0
2025-08-12,USD,85.8916
2025-08-12,EUR,90.0833
2025-08-12,GBP,104.312
2025-08-13,INR,1.0
2025-08-13,USD,82.8291
2025-08-13,EUR,92.9349
2025-08-13,GBP,104.5363
2025-08-14,INR,1.0
2025-08-14,USD,83.3952
2025-08-14,EUR,94.5359
2025-08-14,GBP,108.3632
2025-08-15,INR,1.0
2025-08-15,USD,83.0938
2025-08-15,EUR,88.8531
2025-08-15,GBP,107.413
2025-08-16,INR,1.0
2025-08-16,USD,83.5188
2025-08-16,EUR,94.8611
2025-08-16,GBP,108.547
2025-08-17,INR,1.0
2025-08-17,USD,85.8184
2025-08-17,EUR,93.6323
2025-08-17,GBP,104.3236
2025-08-18,INR,1.0
2025-08-18,USD,83.1505
2025-08-18,EUR,92.999
2025-08-18,GBP,104.7709
2025-08-19,INR,1.0
2025-08-19,USD,83.7695
2025-08-19,EUR,89.7951
2025-08-19,GBP,105.8326
2025-08-20,INR,1.0
2025-08-20,USD,82.8083
2025-08-20,EUR,91.77
2025-08-20,GBP,109.4642
2025-08-21,INR,1.0
2025-08-21,USD,84.7847
2025-08-21,EUR,88.9609
2025-08-21,GBP,106.9254
2025-08-22,INR,1.0
2025-08-22,USD,84.3473
2025-08-22,EUR,89.6972
2025-08-22,GBP,107.3587
2025-08-23,INR,1.0
2025-08-23,USD,84.1242
2025-08-23,EUR,92.4656
2025-08-23,GBP,102.4199
2025-08-24,INR,1.0
2025-08-24,USD,83.6532
2025-08-24,EUR,93.0215
2025-08-24,GBP,102.8044
2025-08-25,INR,1.0
2025-08-25,USD,85.0831
2025-08-25,EUR,88.0363
2025-08-25,GBP,106.4028
2025-08-26,INR,1.0
2025-08-26,USD,85.7164
2025-08-26,EUR,90.8484
2025-08-26,GBP,109.4803
2025-08-27,INR,1.0
2025-08-27,USD,85.5136
2025-08-27,EUR,91.3421
2025-08-27,GBP,103.5956
2025-08-28,INR,1.0
2025-08-28,USD,85.8557
2025-08-28,EUR,90.2482
2025-08-28,GBP,107.1672
2025-08-29,INR,1.0
2025-08-29,USD,85.6317
2025-08-29,EUR,88.6262
2025-08-29,GBP,106.5931
2025-08-30,INR,1.0
2025-08-30,USD,84.1406
2025-08-30,EUR,93.0618
2025-08-30,GBP,109.4934
2025-08-31,INR,1.0
2025-08-31,USD,85.6529
2025-08-31,EUR,89.2255
2025-08-31,GBP,109.058
2025-09-01,INR,1.0
2025-09-01,USD,82.7032
2025-09-01,EUR,94.4374
2025-09-01,GBP,109.9774
2025-09-02,INR,1.0
2025-09-02,USD,83.588
2025-09-02,EUR,91.4677
2025-09-02,GBP,109.4929
2025-09-03,INR,1.0
2025-09-03,USD,85.8485
2025-09-03,EUR,94.4823
2025-09-03,GBP,109.0139
2025-09-04,INR,1.0
2025-09-04,USD,82.0371
2025-09-04,EUR,91.9757
2025-09-04,GBP,102.8584
2025-09-05,INR,1.0
2025-09-05,USD,85.932
2025-09-05,EUR,89.9919
2025-09-05,GBP,109.9128
2025-09-06,INR,1.0
2025-09-06,USD,84.1732
2025-09-06,EUR,91.4574
2025-09-06,GBP,109.5085
2025-09-07,INR,1.0
2025-09-07,USD,85.4042
2025-09-07,EUR,91.2761
2025-09-07,GBP,103.5425
2025-09-08,INR,1.0
2025-09-08,USD,82.4506
2025-09-08,EUR,89.1375
2025-09-08,GBP,105.6713
2025-09-09,INR,1.0
2025-09-09,USD,83.0291
2025-09-09,EUR,89.3034
2025-09-09,GBP,107.8929
2025-09-10,INR,1.0
2025-09-10,USD,85.1631
2025-09-10,EUR,91.9745
2025-09-10,GBP,108.0583
2025-09-11,INR,1.0
2025-09-11,USD,82.702
2025-09-11,EUR,93.993
2025-09-11,GBP,109.1763
2025-09-12,INR,1.0
2025-09-12,USD,85.308
2025-09-12,EUR,91.607
2025-09-12,GBP,102.6939
2025-09-13,INR,1.0
2025-09-13,USD,84.677
2025-09-13,EUR,89.2935
2025-09-13,GBP,103.1249
2025-09-14,INR,1.0
2025-09-14,USD,83.2944
2025-09-14,EUR,89.7363
2025-09-14,GBP,104.0863
2025-09-15,INR,1.0
2025-09-15,USD,82.9421
2025-09-15,EUR,93.2763
2025-09-15,GBP,109.6323
2025-09-16,INR,1.0
2025-09-16,USD,83.2078
2025-09-16,EUR,93.0602
2025-09-16,GBP,102.0915
2025-09-17,INR,1.0
2025-09-17,USD,84.6147
2025-09-17,EUR,92.8494
2025-09-17,GBP,102.497
2025-09-18,INR,1.0
2025-09-18,USD,82.4729
2025-09-18,EUR,90.1476
2025-09-18,GBP,105.2433
2025-09-19,INR,1.0
2025-09-19,USD,84.0101
2025-09-19,EUR,94.2658
2025-09-19,GBP,107.6285
2025-09-20,INR,1.0
2025-09-20,USD,83.2439
2025-09-20,EUR,88.8219
2025-09-20,GBP,109.329
2025-09-21,INR,1.0
2025-09-21,USD,83.1802
2025-09-21,EUR,92.3024
2025-09-21,GBP,103.753
2025-09-22,INR,1.0
2025-09-22,USD,82.5343
2025-09-22,EUR,89.0723
2025-09-22,GBP,107.9819
2025-09-23,INR,1.0
2025-09-23,USD,84.423
2025-09-23,EUR,90.9109
2025-09-23,GBP,106.3939
2025-09-24,INR,1.0
2025-09-24,USD,83.8833
2025-09-24,EUR,91.7626
2025-09-24,GBP,107.3128
2025-09-25,INR,1.0
2025-09-25,USD,82.8736
2025-09-25,EUR,89.7323
2025-09-25,GBP,108.0379
2025-09-26,INR,1.0
2025-09-26,USD,85.4925
2025-09-26,EUR,88.5731
2025-09-26,GBP,105.574
2025-09-27,INR,1.0
2025-09-27,USD,84.8151
2025-09-27,EUR,88.5467
2025-09-27,GBP,106.5133
2025-09-28,INR,1.0
2025-09-28,USD,82.247
2025-09-28,EUR,91.8335
2025-09-28,GBP,106.0439
2025-09-29,INR,1.0
2025-09-29,USD,84.2908
2025-09-29,EUR,89.049
2025-09-29,GBP,104.6249
2025-09-30,INR,1.0
2025-09-30,USD,84.0814
2025-09-30,EUR,88.8137
2025-09-30,GBP,103.6432
2025-10-01,INR,1.0
2025-10-01,USD,84.3326
2025-10-01,EUR,88.6366
2025-10-01,GBP,106.083
2025-10-02,INR,1.0
2025-10-02,USD,85.2348
2025-10-02,EUR,91.174
2025-10-02,GBP,106.106
2025-10-03,INR,1.0
2025-10-03,USD,83.8272
2025-10-03,EUR,88.4042
2025-10-03,GBP,105.699
2025-10-04,INR,1.0
2025-10-04,USD,85.2277
2025-10-04,EUR,93.063
2025-10-04,GBP,105.1676
2025-10-05,INR,1.0
2025-10-05,USD,85.2658
2025-10-05,EUR,93.2206
2025-10-05,GBP,106.6265
2025-10-06,INR,1.0
2025-10-06,USD,82.1812
2025-10-06,EUR,90.4117
2025-10-06,GBP,102.5101
2025-10-07,INR,1.0
2025-10-07,USD,85.9765
2025-10-07,EUR,94.5421
2025-10-07,GBP,102.5522
2025-10-08,INR,1.0
2025-10-08,USD,85.7351
2025-10-08,EUR,88.2221
2025-10-08,GBP,105.2709
2025-10-09,INR,1.0
2025-10-09,USD,85.0759
2025-10-09,EUR,93.3608
2025-10-09,GBP,109.8267
2025-10-10,INR,1.0
2025-10-10,USD,84.5835
2025-10-10,EUR,90.9425
2025-10-10,GBP,109.9429
2025-10-11,INR,1.0
2025-10-11,USD,83.5299
2025-10-11,EUR,94.0873
2025-10-11,GBP,109.2541
2025-10-12,INR,1.0
2025-10-12,USD,83.5026
2025-10-12,EUR,92.7791
2025-10-12,GBP,107.2943
2025-10-13,INR,1.0
2025-10-13,USD,84.1572
2025-10-13,EUR,92.5747
2025-10-13,GBP,104.7822
2025-10-14,INR,1.0
2025-10-14,USD,82.7139
2025-10-14,EUR,91.7608
2025-10-14,GBP,106.2307
2025-10-15,INR,1.0
2025-10-15,USD,84.9114
2025-10-15,EUR,89.5588
2025-10-15,GBP,102.0278
2025-10-16,INR,1.0
2025-10-16,USD,82.0909
2025-10-16,EUR,90.0885
2025-10-16,GBP,107.388
2025-10-17,INR,1.0
2025-10-17,USD,84.1778
2025-10-17,EUR,91.7235
2025-10-17,GBP,108.5869
2025-10-18,INR,1.0
2025-10-18,USD,82.99
2025-10-18,EUR,90.4231
2025-10-18,GBP,104.2052
2025-10-19,INR,1.0
2025-10-19,USD,85.7496
2025-10-19,EUR,93.0752
2025-10-19,GBP,102.9028
2025-10-20,INR,1.0
2025-10-20,USD,85.2379
2025-10-20,EUR,90.9347
2025-10-20,GBP,108.1284
2025-10-21,INR,1.0
2025-10-21,USD,85.535
2025-10-21,EUR,88.1095
2025-10-21,GBP,103.6487
2025-10-22,INR,1.0
2025-10-22,USD,82.4036
2025-10-22,EUR,88.235
2025-10-22,GBP,106.7823
2025-10-23,INR,1.0
2025-10-23,USD,84.8131
2025-10-23,EUR,88.3407
2025-10-23,GBP,107.9243
2025-10-24,INR,1.0
2025-10-24,USD,83.6091
2025-10-24,EUR,89.6404
2025-10-24,GBP,103.7382
2025-10-25,INR,1.0
2025-10-25,USD,85.4549
2025-10-25,EUR,88.3951
2025-10-25,GBP,106.0312
2025-10-26,INR,1.0
2025-10-26,USD,83.1571
2025-10-26,EUR,93.7105
2025-10-26,GBP,107.8521
2025-10-27,INR,1.0
2025-10-27,USD,83.2756
2025-10-27,EUR,92.1854
2025-10-27,GBP,107.3803
2025-10-28,INR,1.0
2025-10-28,USD,83.2827
2025-10-28,EUR,90.1124
2025-10-28,GBP,103.1461
2025-10-29,INR,1.0
2025-10-29,USD,84.6408
2025-10-29,EUR,89.5473
2025-10-29,GBP,104.404
2025-10-30,INR,1.0
2025-10-30,USD,82.2438
2025-10-30,EUR,94.6396
2025-10-30,GBP,109.0377
2025-10-31,INR,1.0
2025-10-31,USD,85.6463
2025-10-31,EUR,92.382
2025-10-31,GBP,105.4176
2025-11-01,INR,1.0
2025-11-01,USD,83.9825
2025-11-01,EUR,94.806
2025-11-01,GBP,109.5327
2025-11-02,INR,1.0
2025-11-02,USD,84.6854
2025-11-02,EUR,93.5006
2025-11-02,GBP,104.5499
2025-11-03,INR,1.0
2025-11-03,USD,83.6653
2025-11-03,EUR,89.0445
2025-11-03,GBP,105.0117
2025-11-04,INR,1.0
2025-11-04,USD,85.0177
2025-11-04,EUR,91.3146
2025-11-04,GBP,108.7947
2025-11-05,INR,1.0
2025-11-05,USD,83.2029
2025-11-05,EUR,92.953
2025-11-05,GBP,108.4462
2025-11-06,INR,1.0
2025-11-06,USD,85.659
2025-11-06,EUR,91.9367
2025-11-06,GBP,109.7423
2025-11-07,INR,1.0
2025-11-07,USD,84.2291
2025-11-07,EUR,88.9386
2025-11-07,GBP,103.9429
2025-11-08,INR,1.0
2025-11-08,USD,82.8133
2025-11-08,EUR,92.5269
2025-11-08,GBP,109.3778
2025-11-09,INR,1.0
2025-11-09,USD,85.3885
2025-11-09,EUR,88.6472
2025-11-09,GBP,107.7967
2025-11-10,INR,1.0
2025-11-10,USD,82.7619
2025-11-10,EUR,89.8792
2025-11-10,GBP,107.3894
2025-11-11,INR,1.0
2025-11-11,USD,84.4117
2025-11-11,EUR,94.1153
2025-11-11,GBP,103.5053
2025-11-12,INR,1.0
2025-11-12,USD,85.0468
2025-11-12,EUR,93.0701
2025-11-12,GBP,106.4708
2025-11-13,INR,1.0
2025-11-13,USD,83.9176
2025-11-13,EUR,94.0863
2025-11-13,GBP,104.6637
2025-11-14,INR,1.0
2025-11-14,USD,85.8281
2025-11-14,EUR,88.1073
2025-11-14,GBP,109.4973
2025-11-15,INR,1.0
2025-11-15,USD,85.8483
2025-11-15,EUR,88.8212
2025-11-15,GBP,109.9966
2025-11-16,INR,1.0
2025-11-16,USD,83.9157
2025-11-16,EUR,89.6982
2025-11-16,GBP,106.8352
2025-11-17,INR,1.0
2025-11-17,USD,82.8181
2025-11-17,EUR,94.4059
2025-11-17,GBP,106.4166
2025-11-18,INR,1.0
2025-11-18,USD,85.1021
2025-11-18,EUR,90.6646
2025-11-18,GBP,106.2692
2025-11-19,INR,1.0
2025-11-19,USD,83.437
2025-11-19,EUR,89.8309
2025-11-19,GBP,106.1025
2025-11-20,INR,1.0
2025-11-20,USD,83.9891
2025-11-20,EUR,88.6903
2025-11-20,GBP,109.8505
2025-11-21,INR,1.0
2025-11-21,USD,83.878
