transaction_id,reference_number,account_id,transaction_timestamp,transaction_type,transaction_category,merchant_id,amount,currency,channel,balance_after_transaction,status,remarks
TXN000023863,A189B7AE9E8D45ED,ACC000231,2024-06-23 03:11:00,Credit,ATM,,17183.54,INR,ATM,81541.49,SUCCESS,ATM Withdrawal
TXN000023864,DEC8959AF3E64643,ACC000666,2024-06-23 03:31:00,Debit,UPI,MER0081,7026.77,USD,UPI,12039.66,SUCCESS,UPI Payment
TXN000023865,5BD50F87CB814DC0,ACC000756,2024-06-23 03:32:00,Credit,ATM,,12014.3,INR,ATM,381027.92,SUCCESS,ATM Withdrawal
TXN000023866,970BFF9C0E9F4E50,ACC000280,2024-06-23 03:35:00,Debit,IMPS,,16261.02,INR,IMPS,123033.84,SUCCESS,IMPS Transfer
TXN000023867,CCDE0EF095AB4018,ACC000555,2024-06-23 03:36:00,Debit,UPI,MER0023,16491.54,INR,UPI,333000.77,SUCCESS,UPI Payment
TXN000023868,3982D8269F294E70,ACC000603,2024-06-23 03:59:00,Credit,Credit Card,MER0043,15895.42,INR,Credit Card,373865.9,SUCCESS,Card Payment
TXN000023869,D86D5E9D16C441D7,ACC000248,2024-06-23 04:25:00,Credit,Debit Card,MER0055,9303.53,INR,Debit Card,21333.55,SUCCESS,POS Purchase
TXN000023870,B72CAB30BC214FED,ACC000511,2024-06-23 04:39:00,Credit,Credit Card,MER0065,12188.47,INR,Credit Card,408197.24,FAILED,Card Payment
TXN000023871,588EE6186DD34C0E,ACC000754,2024-06-23 04:55:00,Debit,UPI,MER0075,15831.42,INR,UPI,6605.45,SUCCESS,UPI Payment
TXN000023872,DB73544AA6A24EE1,ACC000449,2024-06-23 05:45:00,Debit,Debit Card,MER0072,2788.6,INR,Debit Card,280153.5,SUCCESS,POS Purchase
TXN000023873,87DF37DB61504F36,ACC000510,2024-06-23 05:52:00,Debit,Cash,,12597.78,INR,Cash,601310.14,SUCCESS,Cash Deposit
TXN000023874,63539BF3093E4E24,ACC000191,2024-06-23 05:58:00,Credit,Mobile Banking,,13882.63,INR,Mobile Banking,533409.2,SUCCESS,Online Banking
TXN000023875,B5A565D5081844DD,ACC000677,2024-06-23 06:04:00,Credit,UPI,MER0009,26138.65,INR,UPI,30146.47,SUCCESS,UPI Payment
TXN000023876,F1B1322FEB2447EE,ACC000459,2024-06-23 06:17:00,Debit,ATM,,7273.65,INR,ATM,313603.48,SUCCESS,ATM Withdrawal
TXN000023877,1B7430C526514CA5,ACC000434,2024-06-23 07:07:00,Debit,Cash,,9418.47,INR,Cash,85236.54,SUCCESS,Cash Deposit
TXN000023878,990435C3F7C54643,ACC000145,2024-06-23 07:11:00,Debit,Credit Card,MER0038,3069.28,INR,Credit Card,44609.39,SUCCESS,Card Payment
TXN000023879,D85EEDC898804B27,ACC000280,2024-06-23 07:16:00,Debit,IMPS,,2606.51,INR,IMPS,405359.87,SUCCESS,IMPS Transfer
TXN000023880,B66C2881833F4737,ACC000262,2024-06-23 07:32:00,Debit,ATM,,10745.2,INR,ATM,98677.94,SUCCESS,ATM Withdrawal
TXN000023881,B90E593102B84411,ACC000053,2024-06-23 07:44:00,Debit,ATM,,7506.08,INR,ATM,387249.53,SUCCESS,ATM Withdrawal
TXN000023882,5566B616AC7B4381,ACC000730,2024-06-23 07:44:00,Credit,NEFT,,8981.17,INR,NEFT,390776.64,SUCCESS,NEFT Transfer
TXN000023883,AFFB278DA1CB4EE6,ACC000768,2024-06-23 07:47:00,Debit,UPI,MER0039,11212.26,INR,UPI,381089.8,SUCCESS,UPI Payment
TXN000023884,3FCF7A6ED21B40A9,ACC000515,2024-06-23 08:04:00,Debit,IMPS,,18120.93,INR,IMPS,620783.19,SUCCESS,IMPS Transfer
TXN000023885,A208CE0601714FF3,ACC000241,2024-06-23 08:05:00,Debit,NEFT,,4975.93,INR,NEFT,65240.97,FAILED,NEFT Transfer
TXN000023886,C5FB8C512C9B4218,ACC000608,2024-06-23 08:17:00,Debit,Credit Card,MER0079,5772.74,INR,Credit Card,258531.37,SUCCESS,Card Payment
TXN000023887,BE959F9359E348AD,ACC000402,2024-06-23 08:28:00,Debit,NEFT,,2866.05,INR,NEFT,23668.13,SUCCESS,NEFT Transfer
TXN000023888,14A29075844C40EB,ACC000109,2024-06-23 08:41:00,Debit,Mobile Banking,,2252.16,INR,Mobile Banking,289297.23,SUCCESS,Online Banking
TXN000023889,27551E6F2D9343E9,ACC000470,2024-06-23 08:45:00,Debit,NEFT,,6160.3,USD,NEFT,13438.08,SUCCESS,NEFT Transfer
TXN000023890,01345C054D2D405B,ACC000099,2024-06-23 08:50:00,Debit,Debit Card,MER0066,7325.96,INR,Debit Card,184299.4,SUCCESS,POS Purchase
TXN000023891,6D72DD159E0A4621,ACC000719,2024-06-23 08:53:00,Credit,IMPS,,41886.85,INR,IMPS,50349.93,SUCCESS,IMPS Transfer
TXN000023892,9AC1287A2A3B4FD0,ACC000635,2024-06-23 09:06:00,Debit,IMPS,,11094.98,INR,IMPS,8723.15,SUCCESS,IMPS Transfer
TXN000023893,0FD1E9EA92434476,ACC000635,2024-06-23 09:13:00,Debit,NEFT,,15002.89,INR,NEFT,33234.24,SUCCESS,NEFT Transfer
TXN000023894,9E54969871A34370,ACC000227,2024-06-23 09:17:00,Debit,Credit Card,MER0036,12289.78,INR,Credit Card,148096.47,SUCCESS,Card Payment
TXN000023895,42C4399C22C4488B,ACC000274,2024-06-23 09:22:00,Debit,ATM,,12901.33,INR,ATM,399633.53,SUCCESS,ATM Withdrawal
TXN000023896,084C7422D69D4941,ACC000503,2024-06-23 09:32:00,Debit,Mobile Banking,,14266.05,INR,Mobile Banking,39058.72,SUCCESS,Online Banking
TXN000023897,A816A1E2CC064812,ACC000693,2024-06-23 09:55:00,Debit,IMPS,,17638.01,INR,IMPS,592735.27,SUCCESS,IMPS Transfer
TXN000023898,5043E50E892D44C2,ACC000181,2024-06-23 10:02:00,Credit,Debit Card,MER0053,13115.36,INR,Debit Card,25537.7,SUCCESS,POS Purchase
TXN000023899,245B3C7498964BE2,ACC000060,2024-06-23 10:11:00,Credit,Mobile Banking,,6708.74,INR,Mobile Banking,6793.27,SUCCESS,Online Banking
TXN000023900,C423CDD390AE4BEB,ACC000007,2024-06-23 10:17:00,Debit,Cash,,14985.47,INR,Cash,47349.26,SUCCESS,Cash Deposit
TXN000023901,5A3FC6B373274212,ACC000612,2024-06-23 10:18:00,Debit,ATM,,8690.49,INR,ATM,163896.89,SUCCESS,ATM Withdrawal
TXN000023902,FAFC165EFD1A4FF9,ACC000780,2024-06-23 10:24:00,Debit,IMPS,,4738.63,INR,IMPS,38953.99,SUCCESS,IMPS Transfer
TXN000023903,0D92DBA7C0664E4A,ACC000262,2024-06-23 10:38:00,Debit,IMPS,,8473.68,INR,IMPS,263920.0,SUCCESS,IMPS Transfer
TXN000023904,F99D3E5497D94059,ACC000736,2024-06-23 10:39:00,Debit,NEFT,,10030.54,INR,NEFT,95776.29,SUCCESS,NEFT Transfer
TXN000023905,7704332EC98942FA,ACC000578,2024-06-23 10:43:00,Debit,IMPS,,14783.2,INR,IMPS,557933.02,SUCCESS,IMPS Transfer
TXN000023906,9ECDDA10E1554775,ACC000268,2024-06-23 10:54:00,Debit,Cash,,1257.46,USD,Cash,19445.59,SUCCESS,Cash Deposit
TXN000023907,57574C1A77C244EF,ACC000612,2024-06-23 11:16:00,Debit,Mobile Banking,,16617.03,INR,Mobile Banking,24139.88,SUCCESS,Online Banking
TXN000023908,1F16EBDEF3554C98,ACC000311,2024-06-23 11:21:00,Credit,UPI,MER0054,6688.65,INR,UPI,310391.34,SUCCESS,UPI Payment
TXN000023909,AC709BCAED2747B6,ACC000793,2024-06-23 11:41:00,Debit,ATM,,17846.62,INR,ATM,25636.33,SUCCESS,ATM Withdrawal
TXN000023910,FBD5A14CB96743C2,ACC000261,2024-06-23 11:51:00,Credit,ATM,,11018.29,INR,ATM,636922.72,SUCCESS,ATM Withdrawal
TXN000023911,AB4B46AEF21F42EA,ACC000638,2024-06-23 11:51:00,Debit,ATM,,3825.2,INR,ATM,23747.7,SUCCESS,ATM Withdrawal
TXN000023912,03CD1CAE22BA45B8,ACC000150,2024-06-23 12:32:00,Debit,Debit Card,MER0024,11820.11,INR,Debit Card,350978.02,SUCCESS,POS Purchase
TXN000023913,D72A40B9D86B4140,ACC000330,2024-06-23 12:34:00,Credit,Debit Card,MER0034,4662.5,INR,Debit Card,333465.7,PENDING,POS Purchase
TXN000023914,4859248D04C14926,ACC000003,2024-06-23 12:35:00,Debit,Mobile Banking,,7047.74,INR,Mobile Banking,188641.19,SUCCESS,Online Banking
TXN000023915,4BB6921B95A042A8,ACC000799,2024-06-23 12:38:00,Credit,UPI,MER0085,1140.71,INR,UPI,403671.54,SUCCESS,UPI Payment
TXN000023916,6CA5CA1E87D64D32,ACC000076,2024-06-23 12:53:00,Credit,ATM,,7663.26,INR,ATM,504566.33,SUCCESS,ATM Withdrawal
TXN000023917,8A63DE1B71A14777,ACC000450,2024-06-23 13:00:00,Credit,IMPS,,14687.69,INR,IMPS,411344.65,SUCCESS,IMPS Transfer
TXN000023918,D1850BE22C6C494A,ACC000475,2024-06-23 13:12:00,Credit,Cash,,15777.13,INR,Cash,646489.28,SUCCESS,Cash Deposit
TXN000023919,1C394AC6853A436D,ACC000311,2024-06-23 13:13:00,Debit,IMPS,,19356.62,INR,IMPS,322543.36,SUCCESS,IMPS Transfer
TXN000023920,7F7E7D17FF9D4334,ACC000595,2024-06-23 13:13:00,Debit,Credit Card,MER0040,3879.1,INR,Credit Card,212067.83,SUCCESS,Card Payment
TXN000023921,00961A8C31B74418,ACC000534,2024-06-23 13:17:00,Debit,Mobile Banking,,1850.1,INR,Mobile Banking,508081.76,SUCCESS,Online Banking
TXN000023922,888AD2CCCF3D49A6,ACC000694,2024-06-23 13:30:00,Debit,Debit Card,MER0063,19209.25,INR,Debit Card,70980.13,SUCCESS,POS Purchase
TXN000023923,505ADE899DA84030,ACC000686,2024-06-23 13:31:00,Debit,UPI,MER0020,6650.35,INR,UPI,16434.5,SUCCESS,UPI Payment
TXN000023924,3B78F6A9158245F4,ACC000358,2024-06-23 13:41:00,Debit,Cash,,632.92,USD,Cash,36325.07,SUCCESS,Cash Deposit
TXN000023925,19077175072F4301,ACC000497,2024-06-23 13:50:00,Debit,UPI,MER0050,1619.31,INR,UPI,245260.13,SUCCESS,UPI Payment
TXN000023926,FAA4B5DDBAB34B57,ACC000062,2024-06-23 14:28:00,Debit,IMPS,,17997.16,INR,IMPS,367922.28,SUCCESS,IMPS Transfer
TXN000023927,5AEA446DF81E4729,ACC000739,2024-06-23 14:30:00,Debit,Credit Card,MER0004,1334.26,INR,Credit Card,33469.12,SUCCESS,Card Payment
TXN000023928,F226FAF9625C4105,ACC000172,2024-06-23 14:37:00,Debit,ATM,,8374.75,INR,ATM,57795.01,SUCCESS,ATM Withdrawal
TXN000023929,B4578C34E6A4415F,ACC000417,2024-06-23 14:39:00,Debit,NEFT,,742.89,INR,NEFT,278720.03,SUCCESS,NEFT Transfer
TXN000023930,707E3D8380FC4853,ACC000488,2024-06-23 14:47:00,Debit,IMPS,,14352.99,INR,IMPS,488013.74,SUCCESS,IMPS Transfer
TXN000023931,D901870D10644107,ACC000441,2024-06-23 14:52:00,Credit,UPI,MER0076,17721.27,INR,UPI,502506.81,SUCCESS,UPI Payment
TXN000023932,B419B2417A374919,ACC000536,2024-06-23 16:04:00,Debit,Cash,,10521.12,INR,Cash,5883.18,SUCCESS,Cash Deposit
TXN000023933,50D0D85887564B69,ACC000500,2024-06-23 16:16:00,Debit,Credit Card,MER0080,1114.21,INR,Credit Card,229838.99,SUCCESS,Card Payment
TXN000023934,9304A4D65F284082,ACC000644,2024-06-23 16:27:00,Debit,Credit Card,MER0025,16990.19,INR,Credit Card,432478.2,SUCCESS,Card Payment
TXN000023935,9EC2E297727F448B,ACC000195,2024-06-23 16:28:00,Debit,ATM,,13537.17,INR,ATM,214620.35,SUCCESS,ATM Withdrawal
TXN000023936,2B81DFD7957D4BE1,ACC000784,2024-06-23 17:19:00,Debit,NEFT,,3357.09,INR,NEFT,11049.82,FAILED,NEFT Transfer
TXN000023937,CB78F6398D134CC5,ACC000465,2024-06-23 17:21:00,Debit,Credit Card,MER0070,17755.52,INR,Credit Card,358558.81,SUCCESS,Card Payment
TXN000023938,E7FEAF98FC254EEF,ACC000800,2024-06-23 17:49:00,Debit,NEFT,,14163.73,INR,NEFT,180572.07,SUCCESS,NEFT Transfer
TXN000023939,C87EF344A536422C,ACC000466,2024-06-23 18:01:00,Debit,UPI,MER0085,10185.76,INR,UPI,426073.31,SUCCESS,UPI Payment
TXN000023940,4DB248F1D2894DE5,ACC000710,2024-06-23 18:07:00,Credit,Cash,,16471.1,INR,Cash,27362.92,SUCCESS,Cash Deposit
TXN000023941,DFCD1638FDAE42E8,ACC000303,2024-06-23 18:09:00,Debit,IMPS,,3055.93,INR,IMPS,348331.75,SUCCESS,IMPS Transfer
TXN000023942,EBD263A77A8D4096,ACC000293,2024-06-23 18:10:00,Debit,Cash,,2689.64,INR,Cash,246855.03,SUCCESS,Cash Deposit
TXN000023943,BE0E8C0C84F84C73,ACC000018,2024-06-23 18:41:00,Credit,Cash,,9483.94,INR,Cash,590873.39,SUCCESS,Cash Deposit
TXN000023944,CBCD5566BE894E46,ACC000641,2024-06-23 18:56:00,Debit,Credit Card,MER0012,1580.03,INR,Credit Card,504562.12,SUCCESS,Card Payment
TXN000023945,97235DD33517426F,ACC000157,2024-06-23 18:58:00,Credit,IMPS,,6120.6,INR,IMPS,80123.52,SUCCESS,IMPS Transfer
TXN000023946,E61769A8AC934DDC,ACC000064,2024-06-23 19:26:00,Credit,Cash,,13591.63,INR,Cash,508357.97,SUCCESS,Cash Deposit
TXN000023947,8E86EF14A51448AF,ACC000615,2024-06-23 19:34:00,Debit,Debit Card,MER0077,7429.39,INR,Debit Card,297754.13,SUCCESS,POS Purchase
TXN000023948,D45442C673494BFE,ACC000680,2024-06-23 19:35:00,Debit,NEFT,,8592.69,INR,NEFT,365517.66,SUCCESS,NEFT Transfer
TXN000023949,0977D44431994D6F,ACC000657,2024-06-23 19:42:00,Debit,Cash,,5140.52,INR,Cash,476868.67,SUCCESS,Cash Deposit
TXN000023950,93A6E4D46D474544,ACC000229,2024-06-23 19:47:00,Debit,UPI,MER0073,9311.13,INR,UPI,200928.97,SUCCESS,UPI Payment
TXN000023951,38BED983A9384696,ACC000140,2024-06-23 19:49:00,Credit,Mobile Banking,,3229.24,USD,Mobile Banking,104571.53,SUCCESS,Online Banking
TXN000023952,FC043F5C32B545C0,ACC000724,2024-06-23 20:00:00,Debit,UPI,MER0013,16988.26,INR,UPI,644.67,SUCCESS,UPI Payment
TXN000023953,D78F788C21ED4E57,ACC000733,2024-06-23 20:37:00,Credit,ATM,,15814.11,INR,ATM,415981.17,SUCCESS,ATM Withdrawal
TXN000023954,8C2F4ED216DE41A4,ACC000165,2024-06-23 20:40:00,Debit,Credit Card,MER0042,14102.88,INR,Credit Card,98922.37,SUCCESS,Card Payment
TXN000023955,36381706E334442E,ACC000489,2024-06-23 20:48:00,Debit,NEFT,,17469.98,INR,NEFT,109644.34,SUCCESS,NEFT Transfer
TXN000023956,21E4EF83FD544763,ACC000473,2024-06-23 21:19:00,Debit,IMPS,,7532.18,INR,IMPS,192301.12,SUCCESS,IMPS Transfer
TXN000023957,DDEC6F9C89E44F77,ACC000568,2024-06-23 21:19:00,Debit,ATM,,17425.86,USD,ATM,180870.07,SUCCESS,ATM Withdrawal
TXN000023958,73DCE475E15A4999,ACC000297,2024-06-23 21:43:00,Debit,Mobile Banking,,17380.29,INR,Mobile Banking,78157.91,SUCCESS,Online Banking
TXN000023959,0F91B7F50EDB47DB,ACC000614,2024-06-23 21:45:00,Debit,IMPS,,7456.07,INR,IMPS,386145.44,SUCCESS,IMPS Transfer
TXN000023960,B5E3610B14AB4E71,ACC000500,2024-06-23 22:51:00,Credit,UPI,MER0005,13898.36,INR,UPI,194664.26,SUCCESS,UPI Payment
TXN000023961,1D4CFC5C59914A00,ACC000507,2024-06-23 23:00:00,Debit,Cash,,19067.36,INR,Cash,330979.36,SUCCESS,Cash Deposit
TXN000023962,4E21275980A548E5,ACC000800,2024-06-23 23:18:00,Debit,Debit Card,MER0005,19473.48,INR,Debit Card,332581.0,SUCCESS,POS Purchase
TXN000023963,B9D6CF4D27764571,ACC000672,2024-06-23 23:31:00,Debit,Credit Card,MER0003,15845.15,INR,Credit Card,391911.83,SUCCESS,Card Payment
TXN000023964,18F2249C6D4D432E,ACC000632,2024-06-23 23:51:00,Debit,Credit Card,MER0081,2163.2,INR,Credit Card,168757.91,SUCCESS,Card Payment
TXN000023965,33D98180566A41CE,ACC000190,2024-06-24 00:01:00,Credit,IMPS,,11737.07,INR,IMPS,21321.96,SUCCESS,IMPS Transfer
TXN000023966,811CFEE5B6184864,ACC000436,2024-06-24 00:19:00,Credit,NEFT,,538.26,INR,NEFT,339587.65,SUCCESS,NEFT Transfer
TXN000023967,40262C3BD3224390,ACC000626,2024-06-24 00:37:00,Debit,Credit Card,MER0064,19620.47,INR,Credit Card,421951.82,FAILED,Card Payment
TXN000023968,C0F664B99EE249D6,ACC000005,2024-06-24 00:39:00,Credit,NEFT,,13042.13,INR,NEFT,27099.73,SUCCESS,NEFT Transfer
TXN000023969,45FC04198A574B53,ACC000721,2024-06-24 00:41:00,Credit,Mobile Banking,,6738.15,INR,Mobile Banking,607076.79,SUCCESS,Online Banking
TXN000023970,45C778C0C4DC457C,ACC000580,2024-06-24 00:48:00,Debit,IMPS,,953.48,INR,IMPS,143647.21,SUCCESS,IMPS Transfer
TXN000023971,EA93947649574118,ACC000112,2024-06-24 01:17:00,Debit,ATM,,17766.87,INR,ATM,171243.95,SUCCESS,ATM Withdrawal
TXN000023972,18EAF91F13254F3D,ACC000339,2024-06-24 01:28:00,Debit,ATM,,14018.03,INR,ATM,135153.56,SUCCESS,ATM Withdrawal
TXN000023973,FB4810F39D904CD7,ACC000250,2024-06-24 02:16:00,Debit,ATM,,12010.09,INR,ATM,19906.67,SUCCESS,ATM Withdrawal
TXN000023974,5D71E4FA36354850,ACC000463,2024-06-24 02:33:00,Credit,Cash,,6020.57,USD,Cash,291462.16,SUCCESS,Cash Deposit
TXN000023975,417550A680D34DF2,ACC000028,2024-06-24 02:39:00,Debit,UPI,MER0055,9841.66,INR,UPI,166918.34,SUCCESS,UPI Payment
TXN000023976,F6BEBAED6AC14EA5,ACC000468,2024-06-24 02:39:00,Debit,Credit Card,MER0012,3510.38,INR,Credit Card,36685.71,SUCCESS,Card Payment
TXN000023977,8301313310B845BC,ACC000069,2024-06-24 03:01:00,Debit,IMPS,,16653.55,INR,IMPS,501441.45,SUCCESS,IMPS Transfer
TXN000023978,3F9F5BA0BD02442F,ACC000293,2024-06-24 03:15:00,Debit,NEFT,,6607.89,INR,NEFT,110566.23,SUCCESS,NEFT Transfer
TXN000023979,A14383111F344E5D,ACC000770,2024-06-24 03:21:00,Credit,Cash,,16936.82,INR,Cash,525554.75,SUCCESS,Cash Deposit
TXN000023980,AA722324DF4948CF,ACC000443,2024-06-24 03:25:00,Debit,IMPS,,14542.89,INR,IMPS,199589.42,SUCCESS,IMPS Transfer
TXN000023981,EF96812A52EB4B92,ACC000165,2024-06-24 03:31:00,Credit,Mobile Banking,,4795.74,INR,Mobile Banking,109229.8,SUCCESS,Online Banking
TXN000023982,47BC08B7AF584747,ACC000558,2024-06-24 03:42:00,Debit,NEFT,,9732.12,INR,NEFT,492502.1,SUCCESS,NEFT Transfer
TXN000023983,4292ED3545544E49,ACC000318,2024-06-24 04:04:00,Debit,Credit Card,MER0076,5628.85,INR,Credit Card,201024.85,SUCCESS,Card Payment
TXN000023984,E5E3326B5F034C1A,ACC000768,2024-06-24 04:05:00,Credit,Credit Card,MER0003,10135.15,INR,Credit Card,405340.65,SUCCESS,Card Payment
TXN000023985,3038ED28A0B74EA7,ACC000273,2024-06-24 04:30:00,Debit,Credit Card,MER0068,2947.53,INR,Credit Card,22164.82,SUCCESS,Card Payment
TXN000023986,D4403D7420D14223,ACC000422,2024-06-24 04:36:00,Debit,Cash,,2658.71,INR,Cash,213938.21,SUCCESS,Cash Deposit
TXN000023987,CBF5FD65FAD84AAB,ACC000309,2024-06-24 04:39:00,Credit,Mobile Banking,,9773.95,INR,Mobile Banking,705838.49,SUCCESS,Online Banking
TXN000023988,93DDA4DF64F54743,ACC000630,2024-06-24 04:52:00,Debit,ATM,,16406.45,INR,ATM,243714.44,SUCCESS,ATM Withdrawal
TXN000023989,B94A8BB96FA447E6,ACC000017,2024-06-24 04:54:00,Debit,IMPS,,1596.91,INR,IMPS,227882.68,SUCCESS,IMPS Transfer
TXN000023990,0D546CF64F254DF1,ACC000599,2024-06-24 04:57:00,Debit,Debit Card,MER0083,331.41,INR,Debit Card,408157.29,SUCCESS,POS Purchase
TXN000023991,4C39F171B3E54200,ACC000182,2024-06-24 05:03:00,Debit,Mobile Banking,,1939.27,INR,Mobile Banking,59559.38,SUCCESS,Online Banking
TXN000023992,0CD39CAF8CCD4176,ACC000285,2024-06-24 05:07:00,Credit,Mobile Banking,,17401.29,INR,Mobile Banking,366416.35,SUCCESS,Online Banking
TXN000023993,C5B42CEC9A5346BD,ACC000389,2024-06-24 05:15:00,Debit,Mobile Banking,,18084.51,INR,Mobile Banking,2488.32,SUCCESS,Online Banking
TXN000023994,5165184C67174405,ACC000750,2024-06-24 05:26:00,Debit,ATM,,11879.43,INR,ATM,26234.97,SUCCESS,ATM Withdrawal
TXN000023995,37C886BE17324ADB,ACC000622,2024-06-24 05:27:00,Credit,UPI,MER0045,6473.93,INR,UPI,208187.93,SUCCESS,UPI Payment
TXN000023996,D0FCD689CF7B448B,ACC000564,2024-06-24 05:28:00,Credit,UPI,MER0038,20298.75,INR,UPI,25103.84,SUCCESS,UPI Payment
TXN000023997,D88BFB345F704387,ACC000601,2024-06-24 05:33:00,Debit,Credit Card,MER0028,2986.45,INR,Credit Card,102106.92,SUCCESS,Card Payment
TXN000023998,AFBD44D2E6E74B60,ACC000150,2024-06-24 05:53:00,Debit,ATM,,5512.67,INR,ATM,336178.42,SUCCESS,ATM Withdrawal
TXN000023999,E60991BDEB0D4183,ACC000615,2024-06-24 06:07:00,Debit,UPI,MER0036,16502.59,INR,UPI,644405.67,SUCCESS,UPI Payment
TXN000024000,791D443D66914BF0,ACC000311,2024-06-24 06:09:00,Debit,Credit Card,MER0039,7955.04,INR,Credit Card,252681.3,SUCCESS,Card Payment
TXN000024001,EDA568759A7E47FD,ACC000214,2024-06-24 06:13:00,Debit,UPI,MER0024,14904.74,INR,UPI,590472.76,SUCCESS,UPI Payment
TXN000024002,733F61A0E4AB4A25,ACC000777,2024-06-24 06:22:00,Debit,IMPS,,5975.93,INR,IMPS,187612.21,SUCCESS,IMPS Transfer
TXN000024003,7716EC8014B24DDB,ACC000432,2024-06-24 06:31:00,Debit,Cash,,14979.03,INR,Cash,32561.39,SUCCESS,Cash Deposit
TXN000024004,3FD199A2EB194C57,ACC000512,2024-06-24 06:55:00,Credit,Cash,,6502.85,INR,Cash,312441.04,SUCCESS,Cash Deposit
TXN000024005,927D9B4239884BC6,ACC000656,2024-06-24 06:58:00,Credit,Debit Card,MER0057,15433.96,INR,Debit Card,53580.65,SUCCESS,POS Purchase
TXN000024006,B136305923E548D6,ACC000369,2024-06-24 07:12:00,Credit,NEFT,,7215.69,INR,NEFT,443898.9,SUCCESS,NEFT Transfer
TXN000024007,6965FA1716384A5C,ACC000643,2024-06-24 07:16:00,Debit,IMPS,,19188.58,INR,IMPS,408022.29,SUCCESS,IMPS Transfer
TXN000024008,4B61D128FD6540A3,ACC000295,2024-06-24 07:45:00,Credit,UPI,MER0080,14756.27,USD,UPI,317106.42,SUCCESS,UPI Payment
TXN000024009,FDE8579EE9174D21,ACC000060,2024-06-24 07:46:00,Debit,Debit Card,MER0028,16498.15,INR,Debit Card,212904.62,SUCCESS,POS Purchase
TXN000024010,BBEAB492D4C94AB1,ACC000114,2024-06-24 07:47:00,Debit,UPI,MER0049,1030.07,USD,UPI,453867.32,SUCCESS,UPI Payment
TXN000024011,B50E20E27C254E6E,ACC000659,2024-06-24 07:51:00,Debit,Credit Card,MER0021,17148.39,INR,Credit Card,182382.21,SUCCESS,Card Payment
TXN000024012,6B53D86AF6AC40C2,ACC000204,2024-06-24 08:03:00,Debit,ATM,,6122.64,INR,ATM,39494.21,SUCCESS,ATM Withdrawal
TXN000024013,EDAFBBD3DE534C44,ACC000714,2024-06-24 08:22:00,Debit,NEFT,,18171.53,INR,NEFT,134318.6,SUCCESS,NEFT Transfer
TXN000024014,FF8EA69BCFE645B7,ACC000193,2024-06-24 08:39:00,Debit,NEFT,,5952.44,INR,NEFT,288116.01,SUCCESS,NEFT Transfer
TXN000024015,69FC17B1A8514057,ACC000473,2024-06-24 08:48:00,Debit,ATM,,7681.76,INR,ATM,499501.48,SUCCESS,ATM Withdrawal
TXN000024016,735410F64880443C,ACC000204,2024-06-24 08:58:00,Credit,Debit Card,MER0036,617.8,INR,Debit Card,43199.07,SUCCESS,POS Purchase
TXN000024017,3D0520CB2EDB482C,ACC000306,2024-06-24 08:59:00,Debit,NEFT,,19653.99,INR,NEFT,264321.53,SUCCESS,NEFT Transfer
TXN000024018,B4674B28A4D24ADB,ACC000621,2024-06-24 09:06:00,Debit,Credit Card,MER0070,5779.57,INR,Credit Card,327985.5,SUCCESS,Card Payment
TXN000024019,5A6E8962157C4B63,ACC000571,2024-06-24 09:11:00,Debit,UPI,MER0016,811.52,INR,UPI,312648.98,PENDING,UPI Payment
TXN000024020,C5054F0B2C094C01,ACC000417,2024-06-24 09:16:00,Credit,UPI,MER0032,365.68,INR,UPI,254903.5,SUCCESS,UPI Payment
TXN000024021,3229DDEE4B74497F,ACC000228,2024-06-24 09:20:00,Debit,ATM,,1914.79,INR,ATM,277387.53,SUCCESS,ATM Withdrawal
TXN000024022,1CF4B77C404F472F,ACC000351,2024-06-24 09:39:00,Debit,NEFT,,4108.95,INR,NEFT,85510.01,SUCCESS,NEFT Transfer
TXN000024023,B949D28C12204D94,ACC000392,2024-06-24 09:44:00,Debit,Mobile Banking,,10545.18,INR,Mobile Banking,223208.08,SUCCESS,Online Banking
TXN000024024,5742C1EF7100410C,ACC000459,2024-06-24 09:53:00,Debit,NEFT,,9858.38,INR,NEFT,344315.31,SUCCESS,NEFT Transfer
TXN000024025,BF40790287BE4CAB,ACC000138,2024-06-24 10:03:00,Credit,Mobile Banking,,9669.26,INR,Mobile Banking,425320.61,SUCCESS,Online Banking
TXN000024026,65490F020BF340E3,ACC000256,2024-06-24 10:13:00,Credit,Credit Card,MER0034,16656.08,INR,Credit Card,46251.9,SUCCESS,Card Payment
TXN000024027,7467BCF5581E4098,ACC000722,2024-06-24 10:30:00,Debit,Mobile Banking,,3106.04,USD,Mobile Banking,65342.43,SUCCESS,Online Banking
TXN000024028,450A99956B6242AA,ACC000488,2024-06-24 10:34:00,Debit,Debit Card,MER0042,15885.24,INR,Debit Card,309729.92,SUCCESS,POS Purchase
TXN000024029,063D284CC0034C77,ACC000257,2024-06-24 10:41:00,Debit,ATM,,17624.94,INR,ATM,332700.51,SUCCESS,ATM Withdrawal
TXN000024030,BB30A9A748004FBA,ACC000504,2024-06-24 10:55:00,Credit,Cash,,14024.26,USD,Cash,20407.05,SUCCESS,Cash Deposit
TXN000024031,913AD6AEE2064E09,ACC000164,2024-06-24 10:59:00,Debit,Credit Card,MER0009,2551.69,INR,Credit Card,70591.33,SUCCESS,Card Payment
