account_id,customer_id,branch_id,account_type,currency,opening_balance,current_balance,interest_rate,account_status,opened_date
ACC000593,CUST000450,BR009,Savings,INR,237119.71,205958.61,3.5,Active,2023-06-15
ACC000594,CUST000080,BR005,Savings,INR,43071.32,319127.67,3.5,Active,2023-05-16
ACC000595,CUST000065,BR001,Savings,INR,66507.28,309988.5,3.5,Active,2019-04-28
ACC000596,CUST000244,BR009,Savings,INR,234129.54,488943.94,3.5,Dormant,2022-01-20
ACC000597,CUST000091,BR009,Savings,INR,295824.63,405614.83,3.5,Active,2023-11-17
ACC000598,CUST000247,BR005,Salary,INR,270294.39,501942.11,3.0,Active,2023-12-15
ACC000599,CUST000001,BR006,Savings,INR,262134.8,477537.51,3.5,Active,2020-07-12
ACC000600,CUST000252,BR007,Savings,INR,473531.8,590505.27,3.5,Active,2019-02-07
ACC000601,CUST000281,BR007,Current,INR,187448.29,281555.84,0.0,Active,2023-11-26
ACC000602,CUST000425,BR004,Savings,INR,189800.67,231843.77,3.5,Active,2023-09-26
ACC000603,CUST000356,BR005,Savings,INR,342635.5,392272.4,3.5,Active,2024-12-18
ACC000604,CUST000149,BR005,Savings,INR,56067.82,165437.87,3.5,Active,2024-01-29
ACC000605,CUST000078,BR002,Savings,INR,25766.4,163006.16,3.5,Active,2021-01-31
ACC000606,CUST000005,BR004,Savings,INR,117172.44,119911.73,3.5,Active,2024-07-14
ACC000607,CUST000191,BR002,Current,INR,232378.55,459377.2,0.0,Dormant,2022-09-14
ACC000608,CUST000398,BR004,Savings,INR,196818.47,336935.65,3.5,Active,2021-01-13
ACC000609,CUST000007,BR007,Savings,INR,61858.82,280709.8,3.5,Active,2021-10-16
ACC000610,CUST000018,BR009,Current,INR,100390.76,307753.73,0.0,Active,2020-01-20
ACC000611,CUST000493,BR009,Savings,INR,156742.57,219814.69,3.5,Active,2019-06-22
ACC000612,CUST000102,BR002,Savings,INR,180852.9,149083.53,3.5,Active,2021-06-11
ACC000613,CUST000407,BR001,Savings,USD,138773.92,130651.28,3.5,Active,2021-09-22
ACC000614,CUST000353,BR004,Savings,INR,298509.93,378499.46,3.5,Active,2020-01-02
ACC000615,CUST000477,BR001,Savings,INR,484856.2,700702.26,3.5,Active,2019-09-03
ACC000616,CUST000055,BR008,Savings,INR,63787.9,95224.02,3.5,Active,2022-11-23
ACC000617,CUST000371,BR008,Savings,INR,68231.35,332763.42,3.5,Active,2024-06-10
ACC000618,CUST000291,BR005,Savings,INR,94126.74,165809.38,3.5,Active,2024-04-02
ACC000619,CUST000083,BR005,Salary,INR,35369.42,39628.34,3.0,Active,2022-04-26
ACC000620,CUST000260,BR010,Current,INR,190142.74,205079.74,0.0,Active,2019-03-18
ACC000621,CUST000370,BR004,Savings,INR,32607.54,321114.64,3.5,Active,2023-05-07
ACC000622,CUST000314,BR002,Savings,INR,142281.41,235712.99,3.5,Active,2022-08-12
ACC000623,CUST000481,BR002,Savings,INR,65757.36,321479.83,3.5,Active,2021-04-07
ACC000624,CUST000429,BR001,Savings,INR,194910.81,316379.18,3.5,Active,2021-11-14
ACC000625,CUST000477,BR008,Savings,INR,460596.57,640108.85,3.5,Active,2019-11-24
ACC000626,CUST000481,BR010,Savings,INR,445324.87,683034.15,3.5,Active,2019-08-27
ACC000627,CUST000156,BR002,Savings,INR,39889.75,65454.77,3.5,Active,2024-10-28
ACC000628,CUST000099,BR009,Savings,INR,263569.82,300636.88,3.5,Active,2021-01-02
ACC000629,CUST000327,BR002,Savings,INR,288705.27,474777.67,3.5,Active,2023-10-16
ACC000630,CUST000173,BR006,Savings,INR,329108.41,465973.58,3.5,Active,2023-12-20
ACC000631,CUST000433,BR006,NRE,INR,186488.04,403952.57,4.0,Active,2023-10-30
ACC000632,CUST000393,BR008,Savings,INR,275569.11,486171.53,3.5,Active,2023-01-14
ACC000633,CUST000146,BR001,Current,INR,298285.65,429448.93,0.0,Active,2022-05-21
ACC000634,CUST000012,BR009,Salary,INR,385990.01,666161.78,3.0,Active,2022-02-04
ACC000635,CUST000049,BR005,Savings,INR,19830.41,94309.92,3.5,Active,2020-07-20
ACC000636,CUST000416,BR002,Savings,INR,150850.91,300521.42,3.5,Active,2021-06-09
ACC000637,CUST000423,BR010,Savings,INR,449613.02,645609.78,3.5,Active,2020-01-26
ACC000638,CUST000196,BR006,Current,INR,40160.22,9733.17,0.0,Active,2022-10-01
ACC000639,CUST000062,BR007,Salary,INR,435023.47,464374.65,3.0,Active,2019-02-16
ACC000640,CUST000290,BR003,Savings,INR,75640.43,201480.99,3.5,Active,2021-06-23
ACC000641,CUST000229,BR004,Savings,INR,376667.26,528006.46,3.5,Active,2020-01-04
ACC000642,CUST000173,BR009,Savings,INR,42190.01,192194.22,3.5,Active,2019-07-21
ACC000643,CUST000397,BR009,Savings,INR,349237.39,565948.91,3.5,Active,2024-05-23
ACC000644,CUST000288,BR004,Savings,INR,308382.42,515866.13,3.5,Active,2021-10-05
ACC000645,CUST000474,BR007,Savings,INR,288433.1,277818.55,3.5,Active,2023-08-22
ACC000646,CUST000336,BR010,Savings,INR,13079.21,69765.81,3.5,Active,2022-12-03
ACC000647,CUST000226,BR006,Savings,INR,23393.9,259754.07,3.5,Active,2021-03-28
ACC000648,CUST000379,BR005,Savings,INR,28214.47,310343.79,3.5,Active,2020-08-27
ACC000649,CUST000231,BR004,Savings,INR,236123.96,302280.81,3.5,Active,2021-05-17
ACC000650,CUST000319,BR007,Savings,INR,365231.87,364703.47,3.5,Active,2019-03-17
ACC000651,CUST000088,BR001,Savings,INR,30994.91,51238.53,3.5,Dormant,2022-01-16
ACC000652,CUST000339,BR002,Savings,INR,136383.88,384612.91,3.5,Active,2023-01-15
ACC000653,CUST000119,BR006,Savings,INR,489916.63,617905.75,3.5,Active,2020-02-12
ACC000654,CUST000102,BR001,Savings,INR,250824.76,361119.95,3.5,Active,2019-03-30
ACC000655,CUST000202,BR006,Savings,INR,372450.97,328881.25,3.5,Active,2022-12-12
ACC000656,CUST000257,BR007,NRE,INR,138663.26,110366.65,4.0,Active,2021-11-21
ACC000657,CUST000285,BR007,Savings,INR,474609.09,503563.03,3.5,Active,2022-10-31
ACC000658,CUST000492,BR007,Savings,INR,339319.45,594764.96,3.5,Active,2021-07-20
ACC000659,CUST000466,BR004,NRE,INR,303079.07,410288.28,4.0,Active,2020-06-23
ACC000660,CUST000104,BR003,Savings,INR,431431.24,489580.68,3.5,Active,2024-11-15
ACC000661,CUST000336,BR002,Current,INR,466581.94,737571.18,0.0,Dormant,2022-07-24
ACC000662,CUST000163,BR006,Savings,INR,419921.73,420854.72,3.5,Active,2019-05-01
ACC000663,CUST000227,BR003,Savings,INR,373059.26,610653.74,3.5,Active,2022-01-26
ACC000664,CUST000391,BR010,Savings,INR,492991.84,658923.12,3.5,Active,2021-08-03
ACC000665,CUST000353,BR006,Savings,INR,390133.3,387063.62,3.5,Active,2024-04-04
ACC000666,CUST000084,BR005,Savings,USD,97436.65,58716.99,3.5,Active,2019-03-03
ACC000667,CUST000104,BR010,Savings,INR,379130.52,352278.23,3.5,Active,2023-12-05
ACC000668,CUST000127,BR006,Savings,INR,214350.29,436025.44,3.5,Dormant,2023-04-08
ACC000669,CUST000275,BR009,Savings,INR,263090.04,519614.08,3.5,Active,2019-06-07
ACC000670,CUST000450,BR001,Salary,INR,497922.35,629468.28,3.0,Active,2023-06-09
ACC000671,CUST000026,BR005,Savings,INR,95735.32,199579.18,3.5,Active,2022-06-01
ACC000672,CUST000028,BR008,Savings,INR,345286.53,611573.01,3.5,Active,2024-03-13
ACC000673,CUST000300,BR007,Savings,INR,468983.39,662623.34,3.5,Active,2020-07-08
ACC000674,CUST000303,BR002,Savings,INR,448412.14,711940.36,3.5,Active,2024-02-06
ACC000675,CUST000408,BR002,Salary,INR,82833.02,289474.84,3.0,Active,2020-01-09
ACC000676,CUST000363,BR010,Savings,INR,192659.6,419532.91,3.5,Active,2024-09-26
ACC000677,CUST000394,BR003,Savings,INR,86271.61,153589.21,3.5,Active,2020-09-06
ACC000678,CUST000215,BR005,Current,INR,154723.04,360279.65,0.0,Active,2024-01-02
ACC000679,CUST000104,BR008,Savings,INR,2762.92,220651.45,3.5,Active,2019-02-20
ACC000680,CUST000312,BR008,Current,INR,441468.76,474726.18,0.0,Active,2024-05-02
ACC000681,CUST000126,BR001,Savings,INR,441201.76,488541.29,3.5,Active,2021-04-30
ACC000682,CUST000075,BR006,Savings,INR,427060.81,610509.6,3.5,Active,2022-05-07
ACC000683,CUST000092,BR008,Savings,INR,81506.28,131039.47,3.5,Active,2020-12-27
ACC000684,CUST000394,BR002,Savings,INR,150347.95,229347.25,3.5,Active,2023-04-02
ACC000685,CUST000242,BR006,Savings,INR,68138.35,261255.15,3.5,Active,2022-01-29
ACC000686,CUST000314,BR002,Savings,INR,30034.11,180012.59,3.5,Active,2024-12-06
ACC000687,CUST000362,BR005,Salary,INR,144306.46,307402.07,3.0,Closed,2022-07-20
ACC000688,CUST000067,BR008,Savings,INR,307530.7,431269.62,3.5,Active,2024-07-31
ACC000689,CUST000149,BR008,Savings,INR,489649.57,440202.89,3.5,Active,2019-04-09
ACC000690,CUST000410,BR006,Current,INR,308038.69,403159.92,0.0,Active,2019-07-06
ACC000691,CUST000328,BR005,Savings,INR,101392.38,149961.73,3.5,Active,2019-10-05
ACC000692,CUST000059,BR003,Current,INR,343232.06,412708.61,0.0,Active,2019-04-30
ACC000693,CUST000246,BR008,Salary,INR,458165.36,687204.39,3.0,Active,2020-07-10
ACC000694,CUST000459,BR001,Salary,INR,168219.72,392615.88,3.0,Active,2023-08-23
ACC000695,CUST000162,BR006,Current,INR,278033.43,234584.88,0.0,Active,2022-09-20
ACC000696,CUST000174,BR010,Current,INR,491825.77,661104.57,0.0,Active,2020-11-10
ACC000697,CUST000401,BR001,Savings,INR,376018.56,572861.72,3.5,Active,2022-07-12
ACC000698,CUST000191,BR009,Salary,INR,226501.26,509255.62,3.0,Active,2021-06-04
ACC000699,CUST000399,BR001,Current,INR,101847.11,84258.55,0.0,Active,2024-09-03
ACC000700,CUST000175,BR005,Savings,INR,461894.75,668249.12,3.5,Active,2024-11-14
ACC000701,CUST000421,BR004,Salary,INR,491154.46,621805.78,3.0,Active,2020-06-27
ACC000702,CUST000268,BR010,Current,INR,58802.16,117645.62,0.0,Active,2019-06-30
ACC000703,CUST000053,BR001,Salary,INR,260768.28,441412.78,3.0,Active,2022-07-03
ACC000704,CUST000165,BR006,Salary,INR,101077.2,151375.78,3.0,Active,2024-12-20
ACC000705,CUST000081,BR002,Savings,INR,137544.81,92884.66,3.5,Active,2024-10-06
ACC000706,CUST000073,BR003,Savings,INR,471695.63,703096.62,3.5,Active,2021-09-29
ACC000707,CUST000228,BR002,Savings,INR,26312.37,0.0,3.5,Active,2019-07-26
ACC000708,CUST000361,BR010,Savings,INR,298464.56,455929.24,3.5,Active,2024-01-01
ACC000709,CUST000389,BR010,Savings,INR,335764.26,472483.99,3.5,Active,2024-03-22
ACC000710,CUST000240,BR008,Salary,INR,49534.24,108171.33,3.0,Active,2024-03-21
ACC000711,CUST000316,BR006,Salary,INR,129768.33,206975.6,3.0,Active,2021-01-21
ACC000712,CUST000016,BR008,Savings,INR,33617.23,23127.7,3.5,Active,2024-05-14
ACC000713,CUST000295,BR006,Savings,INR,64569.61,50595.88,3.5,Active,2020-03-14
ACC000714,CUST000237,BR009,Savings,INR,201007.42,295712.09,3.5,Active,2021-09-25
ACC000715,CUST000107,BR010,Savings,INR,407143.94,563983.51,3.5,Active,2023-11-19
ACC000716,CUST000340,BR002,Savings,INR,335132.99,543911.46,3.5,Active,2024-06-16
ACC000717,CUST000421,BR002,Savings,INR,223162.9,280975.4,3.5,Active,2023-07-21
ACC000718,CUST000420,BR002,Savings,INR,190076.6,313079.9,3.5,Active,2019-09-09
ACC000719,CUST000387,BR003,Savings,INR,318430.28,268494.8,3.5,Active,2020-08-23
ACC000720,CUST000229,BR005,Savings,INR,98637.64,287168.52,3.5,Active,2022-07-20
ACC000721,CUST000483,BR002,Savings,INR,468401.57,669628.5,3.5,Active,2022-11-11
ACC000722,CUST000434,BR009,Savings,USD,64650.29,117614.92,3.5,Active,2023-02-21
ACC000723,CUST000184,BR004,Savings,INR,55739.46,104512.7,3.5,Active,2019-05-08
ACC000724,CUST000365,BR003,Savings,INR,192012.02,275559.79,3.5,Active,2021-05-15
ACC000725,CUST000474,BR003,Savings,INR,180783.66,276816.08,3.5,Active,2022-03-27
ACC000726,CUST000370,BR002,Savings,INR,442559.45,622833.79,3.5,Active,2020-07-10
ACC000727,CUST000458,BR010,Salary,INR,394675.28,556225.61,3.0,Active,2023-10-10
ACC000728,CUST000231,BR010,Savings,INR,192972.64,221981.96,3.5,Active,2023-10-06
ACC000729,CUST000365,BR001,Current,USD,251362.67,345155.9,0.0,Active,2023-02-12
ACC000730,CUST000058,BR003,Current,INR,290554.12,577162.33,0.0,Active,2019-11-24
ACC000731,CUST000385,BR009,Salary,INR,389656.04,502383.75,3.0,Active,2019-11-17
ACC000732,CUST000380,BR010,Savings,INR,332204.73,516255.73,3.5,Active,2022-07-03
ACC000733,CUST000241,BR007,Current,INR,227563.35,494682.63,0.0,Closed,2022-09-19
ACC000734,CUST000086,BR010,Savings,INR,18627.79,291630.37,3.5,Active,2022-05-30
ACC000735,CUST000294,BR005,Savings,INR,26758.32,323386.01,3.5,Active,2019-04-22
ACC000736,CUST000402,BR005,Savings,INR,139646.55,136035.12,3.5,Active,2022-02-24
ACC000737,CUST000090,BR006,Savings,INR,455155.61,663794.14,3.5,Active,2024-01-04
ACC000738,CUST000249,BR006,Current,USD,91223.79,225809.89,0.0,Dormant,2019-05-16
ACC000739,CUST000421,BR007,Savings,INR,77921.0,201502.9,3.5,Active,2023-08-19
ACC000740,CUST000108,BR005,Savings,INR,289300.94,533942.5,3.5,Active,2019-08-11
ACC000741,CUST000205,BR004,Savings,INR,238639.74,355332.92,3.5,Active,2024-12-21
ACC000742,CUST000075,BR008,Savings,INR,265690.62,367847.64,3.5,Active,2022-03-28
ACC000743,CUST000490,BR007,Savings,INR,21467.79,292667.04,3.5,Active,2022-12-20
ACC000744,CUST000139,BR008,Savings,INR,134276.82,118673.7,3.5,Active,2023-05-22
ACC000745,CUST000302,BR006,Current,INR,385478.15,517461.46,0.0,Active,2021-01-06
ACC000746,CUST000007,BR006,Current,INR,206213.13,340055.62,0.0,Active,2024-01-01
ACC000747,CUST000013,BR010,Savings,INR,310079.21,279987.88,3.5,Active,2021-06-07
ACC000748,CUST000439,BR002,Savings,INR,302738.21,384323.66,3.5,Active,2021-01-26
ACC000749,CUST000480,BR007,Savings,INR,38781.37,147486.69,3.5,Active,2022-02-06
ACC000750,CUST000132,BR007,Current,INR,81821.05,57720.02,0.0,Closed,2019-09-13
ACC000751,CUST000417,BR004,Savings,INR,133067.76,237268.95,3.5,Active,2024-07-07
ACC000752,CUST000074,BR008,Savings,INR,270775.45,371714.2,3.5,Active,2020-03-11
ACC000753,CUST000293,BR008,Savings,INR,364045.03,586078.04,3.5,Active,2019-03-18
ACC000754,CUST000341,BR007,Salary,INR,195851.43,198914.05,3.0,Active,2022-09-12
ACC000755,CUST000252,BR009,Salary,INR,239591.57,330961.03,3.0,Active,2019-10-15
ACC000756,CUST000400,BR006,Savings,INR,241551.1,390086.46,3.5,Active,2023-01-10
ACC000757,CUST000491,BR002,Savings,INR,323890.13,401764.51,3.5,Active,2022-10-24
ACC000758,CUST000104,BR004,Savings,INR,89132.53,52898.44,3.5,Active,2023-04-23
ACC000759,CUST000353,BR004,Savings,INR,180271.3,159973.17,3.5,Active,2023-11-29
ACC000760,CUST000304,BR008,Current,INR,120004.08,206072.72,0.0,Active,2022-06-14
ACC000761,CUST000009,BR007,Savings,INR,19484.3,0.0,3.5,Active,2019-06-25
ACC000762,CUST000235,BR010,Savings,INR,470104.81,724674.82,3.5,Active,2020-09-02
ACC000763,CUST000251,BR004,Current,INR,327261.93,442188.8,0.0,Active,2019-07-07
ACC000764,CUST000026,BR008,Savings,INR,452426.51,689685.24,3.5,Active,2020-02-03
ACC000765,CUST000419,BR002,Savings,INR,54059.27,178059.49,3.5,Active,2021-06-22
ACC000766,CUST000378,BR006,Current,INR,339520.52,403002.75,0.0,Active,2020-07-16
ACC000767,CUST000304,BR003,Current,INR,87550.38,59678.04,0.0,Active,2022-01-26
ACC000768,CUST000085,BR003,Savings,INR,219891.94,493878.38,3.5,Active,2019-06-16
ACC000769,CUST000399,BR001,Savings,INR,79719.08,337588.51,3.5,Dormant,2019-11-27
ACC000770,CUST000304,BR003,Current,INR,443570.66,539248.44,0.0,Active,2024-05-03
ACC000771,CUST000211,BR010,Savings,INR,120387.63,131479.76,3.5,Active,2019-06-04
ACC000772,CUST000322,BR001,NRE,INR,413415.32,468835.24,4.0,Active,2023-09-12
ACC000773,CUST000049,BR004,NRE,INR,309841.55,561797.42,4.0,Active,2024-09-09
ACC000774,CUST000028,BR008,Savings,INR,97665.78,326480.32,3.5,Active,2024-04-27
ACC000775,CUST000331,BR006,Savings,INR,182732.34,206088.75,3.5,Active,2021-10-26
ACC000776,CUST000054,BR003,Savings,INR,370468.03,644169.5,3.5,Active,2020-12-21
ACC000777,CUST000459,BR007,Savings,INR,118414.62,224101.93,3.5,Active,2022-08-28
ACC000778,CUST000399,BR007,Savings,INR,55956.3,85680.02,3.5,Active,2021-08-29
ACC000779,CUST000242,BR003,Savings,INR,292961.04,261979.81,3.5,Active,2023-11-21
ACC000780,CUST000192,BR005,Savings,INR,69065.9,271003.33,3.5,Active,2023-01-08
ACC000781,CUST000031,BR008,Savings,INR,141021.47,129909.71,3.5,Active,2024-03-21
ACC000782,CUST000152,BR010,Savings,USD,302214.36,528555.8,3.5,Active,2020-11-27
ACC000783,CUST000439,BR010,Savings,INR,261362.62,513132.29,3.5,Active,2021-06-05
ACC000784,CUST000220,BR007,Savings,INR,368353.25,404682.21,3.5,Active,2022-09-02
ACC000785,CUST000077,BR001,Savings,INR,456963.61,721351.74,3.5,Active,2023-09-08
ACC000786,CUST000018,BR008,Current,INR,213423.12,301435.17,0.0,Active,2020-02-06
ACC000787,CUST000355,BR006,Current,INR,366161.36,648638.22,0.0,Active,2020-06-27
ACC000788,CUST000246,BR010,Savings,INR,334848.77,341479.76,3.5,Active,2024-02-25
ACC000789,CUST000396,BR006,Savings,INR,70173.33,266270.54,3.5,Active,2021-01-27
ACC000790,CUST000322,BR009,Savings,INR,36278.6,298980.65,3.5,Active,2022-09-25
ACC000791,CUST000485,BR002,Savings,INR,306638.12,457968.4,3.5,Active,2021-04-28
ACC000792,CUST000264,BR002,Salary,INR,472715.79,658844.33,3.0,Active,2019-07-31
ACC000793,CUST000188,BR009,Savings,INR,88458.43,234035.09,3.5,Active,2019-10-02
ACC000794,CUST000123,BR004,NRE,INR,270277.28,447440.72,4.0,Active,2021-05-09
ACC000795,CUST000217,BR008,Savings,INR,139295.52,111474.73,3.5,Active,2022-11-15
ACC000796,CUST000364,BR008,Savings,INR,266420.33,505302.99,3.5,Active,2022-04-12
ACC000797,CUST000415,BR008,Salary,INR,489064.14,748159.75,3.0,Active,2021-02-10
ACC000798,CUST000491,BR002,Savings,INR,478356.84,466634.56,3.5,Active,2022-02-04
ACC000799,CUST000267,BR009,Salary,INR,476100.28,434041.87,3.0,Active,2023-09-03
ACC000800,CUST000378,BR001,Savings,INR,322697.54,374728.42,3.5,Active,2019-09-15
